sample_id,predicted_label,detection_confidence,repair_action,original_comment,repaired_comment,repair_status,reason_short,route_to,model_source
429,Not a smell,0.95,No Change,If we don't have registered providers we return offline status.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
430,Not a smell,0.95,No Change,"We do not show hidden protocols in our status bar, so we do not care about their status here.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
431,Not a smell,0.95,No Change,if we have at least one online provider,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
432,Obvious,0.95,Rewrite,Check if there's such status in the supported presence status set.,Search for the last known status string in the provider's supported status set.,repaired,Original comment merely restated the loop; rewrite adds the purpose of the search.,evaluation,deepseek-v3
433,Not a smell,0.95,No Change,"If we haven't found the last status in the protocol provider supported status set, we'll have a look for a corresponding global status and its protocol representation.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
434,Not a smell,0.9,No Change,find the last contact status saved in the configuration.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
435,Not a smell,0.95,No Change,"If provider fires registered, and while dispatching the registered event a fatal error rise in the connection and the provider goes in connection_failed we can end up here calling login and going over the same cycle over and over again",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
436,Not a smell,0.6375,No Change,we search for highest available status here,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
437,Not a smell,0.95,No Change,status between online and away is DND,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
438,Vague,0.7,Rewrite,a status in the away interval,publish the away status with threshold values,repaired,Original comment vague; rewrite clarifies action and parameters.,evaluation,deepseek-v3
439,Not a smell,0.8,No Change,lets publish just online,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
440,Not a smell,0.95,No Change,cache files referenced in felix config,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
441,Not a smell,0.95,No Change,load felix config,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
442,Beautification,0.78,Remove,Address,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
443,Vague,0.85,Rewrite,no Contact field,Use remote party if no Contact field,repaired,Original comment is vague; rewrite clarifies fallback logic.,evaluation,deepseek-v3
444,Obvious,0.95,Remove,ViaHeaders,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
445,Obvious,0.95,Remove,MaxForwards,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
446,Vague,0.9,Rewrite,these two should never happen.,Should never happen because the event package is known.,repaired,Original comment 'these two should never happen' is vague about what 'these two' refers to. Rewritten to clarify that the exception is not expected due to known input.,evaluation,deepseek-v3
447,Beautification,0.95,Remove,Subscription-State,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
448,Not a smell,0.9,No Change,should never happen,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
449,Obvious,0.85,Rewrite,Content-type,Create the Content-Type header.,repaired,"The original comment was obvious, merely stating the type of header being created. The repaired comment clarifies the action.",evaluation,deepseek-v3
450,Obvious,0.9,Remove,add the content,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
451,Obvious,0.95,Remove,interval too brief,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
452,Obvious,0.9,Remove,send him a 423,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
453,Vague,0.95,Rewrite,should not happen,Should not happen because SUBSCRIBE_MIN_EXPIRE is a constant.,repaired,Clarifies that the exception is unexpected due to constant value.,evaluation,deepseek-v3
454,Obvious,0.9,Remove,add the new timeout task,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
455,Obvious,0.95,Remove,send a OK,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
456,Obvious,0.95,Remove,add the expire header,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
457,Not a smell,0.95,No Change,terminate the subscription with a closing NOTIFY,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
458,Not a smell,0.95,No Change,Remember the dialog we will use to send the NOTIFYs.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
459,Vague,0.9,Rewrite,is it a subscription end ?,// Check if subscription ends (expires == 0).,repaired,Original comment was vague; clarified purpose of condition.,evaluation,deepseek-v3
460,Obvious,0.95,Remove,remove the subscription,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
461,Obvious,0.9,Remove,send him OK,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
462,Not a smell,0.95,No Change,then terminate the subscription with an ultimate NOTIFY,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
463,Misleading,0.8,Rewrite,immediately send a 200 / OK,Create and send a 200 OK response,repaired,Original comment 'immediately send a 200 / OK' is misleading because the code also creates the response; clarified to mention both creation and sending.,evaluation,deepseek-v3
464,Obvious,0.9,Remove,send a NOTIFY,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
465,Obvious,0.85,Rewrite,add the timeout task,add the timeout task,repaired,Comment accurately describes the subsequent code; rewording is unnecessary.,evaluation,deepseek-v3
466,Not a smell,0.95,No Change,don't try to tell him anything more,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
467,Not a smell,0.95,No Change,Obtain the MetaContactListService and add this class to it as a listener of all events concerning the contact list.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
468,Not a smell,0.95,No Change,"If the MetaHistoryService is not registered we have nothing to do here. The history could be ""disabled"" from the user through one of the configuration forms.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
469,Obvious,0.95,Rewrite,If this is the selected contact we set it as a selected transport.,"If this contact is selected, set it as the current chat transport and update the session renderer.",repaired,Original comment restates condition; revised to reflect both assigned variable and method call.,evaluation,deepseek-v3
470,Not a smell,0.95,No Change,If no current transport is set we choose the first online from the list.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
471,Not a smell,0.95,No Change,"if still nothing selected, choose the first one",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
472,Nonlocal info,0.72,Move,DefaultEditorKit.unselectAction,,moved,Moved nonlocal note out of inline comment.,evaluation,deepseek-v3
473,Not a smell,0.675,No Change,DefaultEditorKit.toggleComponentOrientation,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
474,Not a smell,0.95,No Change,Notify the corresponding wizard that the account would be removed.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
475,Not a smell,0.92,No Change,There is no wizard for this account - just show an error dialog:,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
476,Obvious,0.95,Rewrite,update buttons whenever an account changes its state,Refresh buttons on account state change.,repaired,The original comment merely restates the method call; rewording adds clarity without redundancy.,evaluation,deepseek-v3
477,Not a smell,0.95,No Change,no point in dispatching if there's no one listening,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
478,Not a smell,0.95,No Change,store the ref of the listener in case someone resets it before we've had a chance to notify it.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
479,Not a smell,0.95,No Change,At the end add the possibility to transfer to anyone (Unattended transfer).,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
480,Not a smell,0.95,No Change,"When we're finished we replace the ""wait cursor"" by the default cursor.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
481,Not a smell,0.95,No Change,The listener has to be removed while the textfield he's listening is being changed:,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
482,Not a smell,0.95,No Change,We delete the old format property because we are going to convert it in the new format,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
483,Not a smell,0.95,No Change,We also make sure to delete this old format property if it exists.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
484,Not a smell,0.95,No Change,Now we can store the old properties in the new format.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
485,Obvious,0.9,Rewrite,Finally we append the new fingerprint to out stored list of fingerprints.,Append the new fingerprint to the stored list of fingerprints.,repaired,Original comment was obvious and had typo; made concise and corrected typo.,evaluation,deepseek-v3
486,Not a smell,0.95,No Change,Now we can safely return our list of fingerprints for this contact without worrying that we missed an old format property.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
487,Obvious,0.95,Remove,Load Private Key.,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
488,Obvious,0.95,Remove,Load Public Key.,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
489,Not a smell,0.95,No Change,Generate KeyPair.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
490,Obvious,0.95,Remove,Store Public Key.,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
491,Obvious,0.95,Remove,Store Private Key.,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
492,Beautification,0.6056,Remove,the parent item,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
493,Beautification,0.6056,Remove,the submenu itself,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
494,Obvious,0.95,Rewrite,"if connectivity less then 1, this is offline one","If connectivity is less than 1, this is the offline status.",repaired,Fixed grammar and clarified that it refers to the offline status.,evaluation,deepseek-v3
495,Not a smell,0.7125,No Change,"there is already scheduled retrieve, will deliver at listener.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
496,Not a smell,0.95,No Change,return null as there is no cache and we will try to retrieve,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
497,Not a smell,0.95,No Change,Now reinstall the bundle and restart the provider,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
498,Not a smell,0.95,No Change,verify that the provider is not reinstalled,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
499,Not a smell,0.9,No Change,make sure we didn't retrieve a service,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
500,Not a smell,0.95,No Change,and a nasty hack at the end - delete the configuration file so that we get a fresh start on next run.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
501,Obvious,0.95,Rewrite,Add a separator before adding the specific chat items.,Separator before chat-specific items.,repaired,Original comment restates code; shortened to reduce redundancy.,evaluation,deepseek-v3
502,Obvious,0.85,Rewrite,reg the sip account man.,Register the SIP protocol provider factory service.,repaired,"Original comment is cryptic and too brief, missing context; rewritten to clearly state the action.",evaluation,deepseek-v3
503,Not a smell,0.95,No Change,registers the configuration form,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
504,Not a smell,0.95,No Change,"Ignore explicit set role operations, since we only allow modifications from the IRC server.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
505,Misleading,0.6,Rewrite,get the operation set presence here.,Get the MUC operation set.,repaired,Original comment incorrectly references presence operation set; actual code retrieves MUC operation set.,evaluation,deepseek-v3
506,Not a smell,0.95,No Change,we also need the presence op set in order to retrieve contacts.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
507,Vague,0.8,Rewrite,if the op set is null show that we're not happy.,Throw a NullPointerException if the op set is null.,repaired,Original comment was vague and informal; rewrote to clearly describe the exception handling.,evaluation,deepseek-v3
508,Not a smell,0.95,No Change,the contact already exist its OK,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
509,Task,0.95,Remove,"@todo the following two must be tested, they regulary fail, so we are disabling them until fixed. suite.addTest( new TestOperationSetMultiUserChat2(""testNickName""));",,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
510,Commented out code,0.98,Remove,"suite.addTest( new TestOperationSetMultiUserChat2(""testRoomSubject""));",,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
511,Commented out code,0.95,Remove,"suite.addTest( new TestOperationSetMultiUserChat2(""testConferenceChat""));",,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
512,Commented out code,0.98,Remove,"suite.addTest( new TestOperationSetMultiUserChat2(""testRevokeMembership""));",,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
513,Commented out code,0.98,Remove,"suite.addTest( new TestOperationSetMultiUserChat2(""testGrantMembership""));",,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
514,Commented out code,0.95,Remove,"suite.addTest(new TestOperationSetMultiUserChat2(""testGrantAdmin""));",,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
515,Commented out code,0.98,Remove,"suite.addTest(new TestOperationSetMultiUserChat2(""testGrantOwnership""));",,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
516,Commented out code,0.98,Remove,"suite.addTest( new TestOperationSetMultiUserChat2(""testRevokeOwnership""));",,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
517,Commented out code,0.98,Remove,"suite.addTest(new TestOperationSetMultiUserChat2(""testRevokeAdmin""));",,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
518,Obvious,0.95,Remove,we create the test room,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
519,Too much info,0.6375,Summarize,"Room listing has been disabled on testing server,        so skip checks        // and check if it exists on the server        List<String> existingRooms = opSetMUC1.getExistingChatRooms();        for (String roomName : existingRooms)        {            if (roomName.equals(opSet1Room.getName()))            {                return; // ok the created room is listed on server            }        }        fail(""the new created room is not listed on server"");","Room listing disabled on server, skip checks.",repaired,Summarized verbose comment that included commented-out code.,evaluation,deepseek-v3
520,Not a smell,0.95,No Change,is the joined room list up to date ?,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
521,Obvious,0.95,Rewrite,ok opSet1Room is on the joined rooms list,Test passed: room found in joined list.,repaired,Original comment is obvious and merely restates the code; rewritten to indicate success.,evaluation,deepseek-v3
522,Commented out code,0.95,Remove,"//findRoom always returns ChatRoom instance. If it doesn't exists in         //the cache it creates an instance of ChatRoom.        try        {            foundRoom = opSetMUC1.findRoom(""WhoCreatedThatRoom"");        }        catch (Exception ex)        {            //ok, no one created a room named ""WhoCreatedThatRoom""        }        assertNull(""wasnt expecting to find the room named "" +            ""'WhoCreatedThatRoom' on server"", foundRoom);",,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
523,Not a smell,0.95,No Change,"to find the existing room created with opSetMUC1, we will use opSetMUC2 to be sure the room will not be retrieved from opSetMUC1 cache",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
524,Not a smell,0.525,No Change,an invitation user2 must reject,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
525,Obvious,0.95,Rewrite,now we look if user2 received an event,Check that user2 received the invitation event.,repaired,Obvious comment rewritten to be clear and faithful.,evaluation,deepseek-v3
526,Not a smell,0.9,No Change,does the invitation comes from user1 with the correct reason,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
527,Not a smell,0.4125,No Change,user2 reject the invitation as planned,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
528,Not a smell,0.525,No Change,is user1 aware his invitation has been declined,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
529,Obvious,0.6,Rewrite,who declined the invitation and why,Retrieve the invitation rejection event to check who declined and with what reason.,repaired,Rewrote to provide clearer intent than the obvious original.,evaluation,deepseek-v3
530,Obvious,0.95,Remove,make sure the invitation has been received,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
531,Vague,0.6375,Rewrite,user accept the invitation,Accept the invitation and join the chat room.,repaired,"Clarifies the action of accepting by joining, removing vagueness.",evaluation,deepseek-v3
532,Not a smell,0.9,No Change,listening for user2 own join,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
533,Not a smell,0.95,No Change,listening for user1 join,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
534,Misleading,0.9,Rewrite,listening for user2 join,listening for user2 join opSet1Room,repaired,Original comment ambiguous about which room user2 joins; corrected to specify opSet1Room.,evaluation,deepseek-v3
535,Not a smell,0.95,No Change,we know check if both member received events,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
536,Obvious,0.9,Remove,is user2 notified of its own join,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
537,Not a smell,0.95,No Change,both sides should report the same members number. here we use opSet2Room.getMembers().size() rather than opSet2Room.getMembersCount() because the last method will not be always accurate for a newly joined jabber room (stated in the smack lib),,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
538,Obvious,0.9,Rewrite,user2 must be on room members list now,user2 must be on room members list now,fallback_original,"Comment is obvious, merely restating the assertion; removed to reduce redundancy.",evaluation,deepseek-v3
539,Obvious,0.95,Rewrite,and he must be listed on both sides,User must be listed in the member lists of both rooms.,repaired,Original comment was obvious; rephrased to be concise and clear.,evaluation,deepseek-v3
540,Not a smell,0.95,No Change,first be sure to be outside the room,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
541,Vague,0.75,Rewrite,does users received events since a member joined,Check that events were received when a member joined.,repaired,Original comment was vague and ungrammatical; rewrite clarifies intent.,evaluation,deepseek-v3
542,Obvious,0.95,Rewrite,checking if the user is listed with the right nickname,Verify that the user's nickname appears in the member list after joining.,repaired,Reworded to be more explicit and avoid simply restating the code.,evaluation,deepseek-v3
543,Vague,0.75,Rewrite,and we check on the other side,Verify that the user's nickname appears in the other room's member list.,repaired,Rewrote vague comment to clearly describe the assertion's purpose,evaluation,deepseek-v3
544,Obvious,0.95,Remove,leaving,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
545,Not a smell,0.95,No Change,the nickname shouldnt be listed anymore,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
546,Vague,0.9,Rewrite,and the other side,// Verify that the other side (opSet1Room) correctly receives the departure event,repaired,Original comment is vague; rewritten to clearly describe what the following code checks.,evaluation,deepseek-v3
547,Vague,0.9,Rewrite,does user1 received notifcation since user2 left,Check if user1 received notification when user2 left.,repaired,Rewrote vague and grammatically incorrect comment to clearly state the check.,evaluation,deepseek-v3
548,Not a smell,0.4875,No Change,checking the nickname from the peer side,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
549,Obvious,0.95,Remove,change the nickname,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
550,Not a smell,0.95,No Change,user should be listed with his new nick name,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
551,Not a smell,0.95,No Change,user2 have to wait for the event,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
552,Not a smell,0.95,No Change,previous nickname should not rest on the list after change,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
553,Not a smell,0.95,No Change,trying to steal a nickname,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
554,Not a smell,0.95,No Change,stealing nickname is not allowed by the room,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
555,Obvious,0.95,Remove,building and checking the message,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
556,Obvious,0.9,Remove,ship it,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
557,Not a smell,0.95,No Change,does every member received the message,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
558,Not a smell,0.95,No Change,what happened on user2 side,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
559,Nonlocal info,0.5419,Move,"when an user is kicked or banned, the smack lib deliver corresponding events to remaining room members but nothing to the kicked or banned user. altough, if we dont wait some amount of time, the banned user could still been reported as joined on his side.",,moved,Moved nonlocal note out of inline comment.,evaluation,deepseek-v3
560,Not a smell,0.95,No Change,user2 has not been only kicked but banned so he must not be able to join,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
561,Not a smell,0.8075,No Change,"when an user is kicked or banned, the smack lib deliver corresponding events to remaining room members but nothing to the kicked or banned user. altough, if we dont wait some amount of time, the banned user could stils been reported as joined on his side.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
562,Not a smell,0.95,No Change,"contrary to a ban, an user can join after been kicked",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
563,Obvious,0.95,Remove,We create the test room,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
564,Obvious,0.9,Rewrite,wait for user1,Wait for user1's presence event,repaired,"The original comment is obvious, restating the code without adding useful context. The repaired comment specifies the event type.",evaluation,deepseek-v3
565,Not a smell,0.95,No Change,User1 who just created the room is supposed to be the owner:,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
566,Not a smell,0.9,No Change,Both of our peers join the room:,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
567,Not a smell,0.95,No Change,wait for user2,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
568,Not a smell,0.85,No Change,wait for user3,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
569,Not a smell,0.95,No Change,Three members are supposed to be in the room:,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
570,Not a smell,0.95,No Change,"We are sure two of these members are our peers (checked before the last assertion), now we make sure they are both members: (Note that the first element of the list refers to the owner)",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
571,Obvious,0.9,Rewrite,Owner of the room grants user2 member rights:,Room owner grants membership to user2.,repaired,Rephrased to be more direct and grammatically correct while retaining the same meaning.,evaluation,deepseek-v3
572,Not a smell,0.95,No Change,Owner of the room grants user2 moderator rights:,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
573,Misleading,0.95,Rewrite,User2 (moderator role) revokes voice right to user2 (guest):,User2 (moderator role) revokes voice from user3 (guest):,repaired,"Original comment incorrectly said 'to user2' but code uses fixture.userID3, which corresponds to user3.",evaluation,deepseek-v3
574,Misleading,0.95,Rewrite,User2 of the room grants voice right to user2:,User2 grants voice right to userID3,repaired,Original comment incorrectly stated grantee as user2 instead of userID3,evaluation,deepseek-v3
575,Obvious,0.95,Rewrite,Owner of the room grants administrator rights to user2:,Room owner grants admin to user2,repaired,Shortened obvious comment while keeping intent.,evaluation,deepseek-v3
576,Obvious,0.95,Rewrite,Owner of the room grants ownership privileges to user2:,Grant ownership to user2,repaired,Reworded to remove obvious restatement while preserving intent.,evaluation,deepseek-v3
577,Obvious,0.92,Rewrite,Owner of the room revokes user2 member rights:,Owner of the room revokes moderator rights from user2,repaired,"Original comment said 'member rights' but code calls revokeModerator, so it's misleading; corrected to 'moderator rights'.",evaluation,deepseek-v3
578,Obvious,0.95,Remove,create the uid,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
579,Not a smell,0.95,No Change,First try to ask the capabilities operation set if such is available.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
580,Obvious,0.9,Rewrite,if the current default contact supports the requested operationSet we use it,"If the default contact supports the requested operation set, either through capabilities or directly, use it.",repaired,Original comment merely restated code; rewritten to clarify the two conditions.,evaluation,deepseek-v3
581,Not a smell,0.95,No Change,We filter to care only about contact which support the needed opset.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
582,Not a smell,0.95,No Change,the caller is willing to perform a lengthy operation so let's query the proto contacts for their avatars.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
583,Obvious,0.95,Rewrite,"if we got a result from the above, then let's cache and return it.","If the query returned a non-empty result, cache it and return.",repaired,"Rephrased to be concise and faithful, removing casual tone.",evaluation,deepseek-v3
584,Not a smell,0.95,No Change,if we get here then the caller is probably not willing to perform network operations and opted for a lazy retrieve (... or the queryAvatar method returned null because we are calling it too often),,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
585,Obvious,0.95,Rewrite,"we already have a cached avatar, so let's return it",Return the cached avatar.,repaired,Obvious comment: restates code; shortened to be concise.,evaluation,deepseek-v3
586,Not a smell,0.95,No Change,no cached avatar. let's try the file system for previously stored ones. (unless we already did this),,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
587,Obvious,0.95,Remove,Re-init the default contact.,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
588,Obvious,0.95,Rewrite,"if this is our first contact and we don't already have a display name, use theirs.",Use the display name from the first contact if no display name is already set.,repaired,Reworded to be more concise and formal while keeping faithful to code.,evaluation,deepseek-v3
589,Not a smell,0.95,No Change,be careful not to use setDisplayName() here cause this will bring us into a deadlock.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
590,Misleading,0.75,Rewrite,Check if the capabilities operation set is available for this contact and add a listener to it in order to track capabilities' changes for all contained protocol contacts.,Check if the capabilities operation set is available for this contact and add its supported operation sets.,repaired,"Original comment inaccurately mentions adding a listener, but code adds capabilities using the supported operation sets.",evaluation,deepseek-v3
591,Not a smell,0.95,No Change,first lightremove or otherwise we won't be able to get hold of the contact,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
592,Vague,0.85,Rewrite,now read it and the contact would be automatically placed properly by the containing group,Re-add the meta contact; the containing group will automatically position it.,repaired,Clarified vague phrase 'now read it' to describe the re-add operation.,evaluation,deepseek-v3
593,Misleading,0.85,Rewrite,Check if the capabilities operation set is available for this contact and add a listener to it in order to track capabilities' changes for all contained protocol contacts.,"If the capabilities operation set is available for this contact, add its supported capabilities.",repaired,Comment incorrectly mentioned adding a listener; code only adds capabilities.,evaluation,deepseek-v3
594,Not a smell,0.95,No Change,"if the default contact has been modified, set it to null",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
595,Not a smell,0.95,No Change,"This should not happen, because this method is called explicitly for events coming from the capabilities operation set.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
596,Obvious,0.95,Remove,remove contact from opSet to contact mapping,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
597,Not a smell,0.95,No Change,remove opSets that have no associated contact,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
598,Obvious,0.95,Rewrite,Search for plugin components registered through the OSGI bundle context.,Retrieve PluginComponentFactory service references for the account right button menu container via OSGi filter.,repaired,"The original comment merely restates the code; rewrite adds specific context about the container, reducing obviousness.",evaluation,deepseek-v3
599,Obvious,0.95,Remove,set packet logging to ice4j stack,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
600,Not a smell,0.95,No Change,"use native code (JNI) to find source address for a specific         * destination address on Windows XP SP1 and over.         *         * For other systems, we used method based on DatagramSocket.connect         * which will returns us source address. The reason why we cannot use it         * on Windows is because its socket implementation returns the any         * address...",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
601,Not a smell,0.95,No Change,95/98/Me/NT,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
602,Vague,0.9,Rewrite,2000,Windows 2000,repaired,Expanded vague '2000' to clarify it refers to Windows 2000 OS version excluded.,evaluation,deepseek-v3
603,Not a smell,0.95,No Change,no point in making sure that the localHostFinderSocket is initialized. better let it through a NullPointerException.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
604,Not a smell,0.95,No Change,windows socket implementations return the any address so we need to find something else here ... InetAddress.getLocalHost seems to work better on windows so let's hope it'll do the trick.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
605,Not a smell,0.95,No Change,all that's inside the if is an ugly IPv6 hack (good ol' IPv6 - always causing more problems than it solves.),,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
606,Not a smell,0.95,No Change,return the first globally routable ipv6 address we find on the machine (and hope it's a good one),,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
607,Obvious,0.9,Remove,an IPv4 destination,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
