sample_id,is_smelly,label,confidence,top1_label,top1_score,top2_label,top2_score,reason_short,action_hint,route_to,second_check_used,review_reason,model_source
288,False,Not a smell,0.95,Not a smell,0.95,Nonlocal info,0.05,Adds historical rationale for index check; enhances understanding.,no_change,evaluation,False,,deepseek-v3
289,True,Vague,0.7,Vague,0.7,Not a smell,0.3,"Comment says 'reasonable due #' but doesn't specify threshold or referent, remaining vague.",rewrite,repair,True,low_confidence;borderline_label_low_confidence,deepseek-v3
290,True,Obvious,0.9,Obvious,0.9,Vague,0.1,Comment merely restates the obvious action of setting new card position.,remove,repair,False,,deepseek-v3
291,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Clearly explains the constraint on new card due positions to avoid overflow.,no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
292,True,Obvious,0.9,Obvious,0.9,Vague,0.1,Merely restates the loop action without adding any insight.,remove,repair,False,,deepseek-v3
293,True,Obvious,0.9,Obvious,0.9,Vague,0.1,Comment merely restates line directly below about tags.,remove,repair,False,,deepseek-v3
294,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides context from issue tracker.,no_change,evaluation,False,,deepseek-v3
295,False,Not a smell,0.85,Not a smell,0.85,Vague,0.15,Comment clearly specifies condition (cards with odid set when not in a dyn deck) and provides intent for following SQL query.,no_change,evaluation,True,not_smell_vs_vague_risk;borderline_label_low_confidence,deepseek-v3
296,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Useful context for query intent.,no_change,evaluation,False,,deepseek-v3
297,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Restates SQL query filtering criteria; no added intent or rationale.,remove,repair,False,,deepseek-v3
298,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the SQL query action.,remove,repair,False,,deepseek-v3
299,False,Not a smell,0.675,Not a smell,0.675,Obvious,0.325,"Comment provides context that the ids list is for notes with invalid field counts, adding useful purpose beyond the variable name.",no_change,evaluation,True,borderline_label_low_confidence,deepseek-v3
300,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains why only one exception is stored during loop,no_change,evaluation,False,,deepseek-v3
301,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides context for defect and logging rationale.,no_change,evaluation,False,,deepseek-v3
302,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains SQL query purpose.,no_change,evaluation,False,,deepseek-v3
303,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Specifies the condition for the query clearly.,no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
304,True,Beautification,0.95,Beautification,0.95,Not a smell,0.03,Pure section header/visual separator with no semantic content.,remove,repair,False,,deepseek-v3
305,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Provides rationale for analytics event, explaining purpose and condition.",no_change,evaluation,False,,deepseek-v3
306,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides context for code logic.,no_change,evaluation,False,,deepseek-v3
307,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains the action of the catch block.,no_change,evaluation,False,,deepseek-v3
308,True,Task,0.95,Task,0.95,Vague,0.05,TODO comment indicating future work; no additional context provided.,remove,repair,False,,deepseek-v3
309,False,Not a smell,0.95,Not a smell,0.95,Nonlocal info,0.05,Provides rationale for upgrade call due to Anki version compatibility issue and bug fix.,no_change,evaluation,False,,deepseek-v3
310,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains design decision and limitation clearly.,no_change,evaluation,False,,deepseek-v3
311,True,Irrelevant,0.95,Irrelevant,0.95,Vague,0.05,"Personal note about external resource not found, not explaining code.",remove,repair,False,,deepseek-v3
312,False,Not a smell,0.95,Not a smell,0.95,Vague,0.05,Provides rationale for using custom sleep instead of normal advance.,no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
313,False,Not a smell,0.85,Not a smell,0.85,Irrelevant,0.1,"Explains that a single sleep call was insufficient, justifying the second call.",no_change,evaluation,True,low_confidence;borderline_label_low_confidence,deepseek-v3
314,False,Not a smell,0.4875,Not a smell,0.4875,Obvious,0.5125,"Comment adds default context to empty lambda, not purely restating local code.",no_change,evaluation,True,low_confidence;borderline_label_low_confidence,deepseek-v3
315,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains rationale for SuppressLint, adds context.",no_change,evaluation,False,,deepseek-v3
316,False,Not a smell,0.95,Not a smell,0.95,Too much info,0.03,Explains rationale for lint suppression.,no_change,evaluation,False,,deepseek-v3
317,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains purpose of conditional code for reloading scenario.,no_change,evaluation,False,,deepseek-v3
318,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains future behavior intention.,no_change,evaluation,False,,deepseek-v3
319,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates if-condition and action without added insight.,remove,repair,False,,deepseek-v3
320,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the obvious action of the following line.,remove,repair,False,,deepseek-v3
321,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains rationale for non-obvious code.,no_change,evaluation,False,,deepseek-v3
322,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains intentional empty implementation, adds rationale.",no_change,evaluation,False,,deepseek-v3
323,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates field name; adds no new context.,remove,repair,False,,deepseek-v3
324,False,Not a smell,0.675,Not a smell,0.675,Obvious,0.325,"Specifies exact possible views (front/style/back) for the field, providing clear intent.",no_change,evaluation,True,low_confidence;borderline_label_low_confidence,deepseek-v3
325,True,Beautification,1.0,Beautification,1.0,Not a smell,0.0,Section header with no code explanation.,remove,repair,False,,deepseek-v3
326,True,Beautification,0.98,Beautification,0.98,Not a smell,0.02,Visual separator comment with no semantic value.,remove,repair,False,,deepseek-v3
327,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Comment merely restates visible code action without added context.,remove,repair,False,,deepseek-v3
328,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Merely restates the code action without adding rationale or context.,remove,repair,False,,deepseek-v3
329,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Simply restates the code action without adding rationale.,remove,repair,False,,deepseek-v3
330,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Comment provides purpose (template ID) and constraint (optional), not mere restatement.",no_change,evaluation,True,borderline_label_low_confidence,deepseek-v3
331,False,Not a smell,0.9,Not a smell,0.9,Misleading,0.1,"Provides specific intent for method call, enhancing comprehension.",no_change,evaluation,False,,deepseek-v3
332,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.02,Provides rationale about first load condition and intent for creating TemporaryModel.,no_change,evaluation,False,,deepseek-v3
333,True,Commented out code,0.95,Commented out code,0.95,Irrelevant,0.05,Commented-out debug log statement.,remove,repair,False,,deepseek-v3
334,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Restates local code without added rationale or intent.,remove,repair,False,,deepseek-v3
335,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Simply restates visible code action without added rationale.,remove,repair,False,,deepseek-v3
336,True,Misleading,0.9,Misleading,0.9,Irrelevant,0.1,"Comment says close dialog but code logs message, mismatch.",rewrite,repair,False,,deepseek-v3
337,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment restates condition and action of nearby code without new info.,remove,repair,False,,deepseek-v3
338,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Adds intent and rationale for clearing cache and memory to discard changes.,no_change,evaluation,False,,deepseek-v3
339,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Restates obvious toggle behavior without adding rationale.,remove,repair,False,,deepseek-v3
340,True,Beautification,0.98,Beautification,0.98,Not a smell,0.02,"Pure visual separator for inner classes section, no semantic content.",remove,repair,False,,deepseek-v3
341,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains why storing reference, adds intent.",no_change,evaluation,False,,deepseek-v3
342,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates visible code action with no added intent or rationale.,remove,repair,False,,deepseek-v3
343,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Merely restates the condition without adding useful context.,remove,repair,False,,deepseek-v3
344,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment restates the code condition without adding any new rationale or context.,remove,repair,False,,deepseek-v3
345,True,Misleading,0.95,Misleading,0.95,Not a smell,0.05,"Misleading comment: code removes ' ()' pattern, not individual characters.",rewrite,repair,False,,deepseek-v3
346,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Restates condition and result; adds no new insight.,remove,repair,False,,deepseek-v3
347,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the final return false; adds no new info.,remove,repair,False,,deepseek-v3
348,False,Not a smell,0.95,Not a smell,0.95,Vague,0.05,Clarifies import purpose â€?disambiguates Base64 classes.,no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
349,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Adds rationale: exception unexpected due to static filter.,no_change,evaluation,False,,deepseek-v3
350,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains intent of storing reference for later use.,no_change,evaluation,False,,deepseek-v3
351,True,Obvious,0.6375,Obvious,0.6375,Not a smell,0.3625,Comment merely restates the local action without adding why/intent/constraint.,remove,repair,True,borderline_label_low_confidence,deepseek-v3
352,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Clarifies intent to create an invalid uin for testing, referent clear.",no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
353,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the local code action without adding rationale or context.,remove,repair,False,,deepseek-v3
354,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates that we found a service without adding insight.,remove,repair,False,,deepseek-v3
355,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides clear intent/rationale for saving service reference.,no_change,evaluation,False,,deepseek-v3
356,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains rationale for wait and event notification mechanism.,no_change,evaluation,False,,deepseek-v3
357,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Restates code action without added rationale or intent.,remove,repair,False,,deepseek-v3
358,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment restates the assertion's condition without providing additional context.,remove,repair,False,,deepseek-v3
359,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Comment explains the test's purpose clearly.,no_change,evaluation,False,,deepseek-v3
360,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates obvious expected exception.,remove,repair,False,,deepseek-v3
361,True,Obvious,0.92,Obvious,0.92,Not a smell,0.08,Restates the method call action without added rationale.,remove,repair,False,,deepseek-v3
362,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Adds intent to verify exception, not just restating code.",no_change,evaluation,False,,deepseek-v3
363,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains expected exception in catch block.,no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
364,False,Not a smell,0.9,Not a smell,0.9,Obvious,0.1,Adds purpose to assertion; not just restating code.,no_change,evaluation,False,,deepseek-v3
365,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Comment provides clear purpose for the code block.,no_change,evaluation,False,,deepseek-v3
366,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment only restates the local if-check without adding intent or rationale.,remove,repair,False,,deepseek-v3
367,False,Not a smell,0.95,Not a smell,0.95,Nonlocal info,0.05,Explains rationale for store-then-load order to avoid OSGi event issues.,no_change,evaluation,False,,deepseek-v3
368,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Restates the null check without adding purpose or rationale.,remove,repair,False,,deepseek-v3
369,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the code logic; no added rationale.,remove,repair,False,,deepseek-v3
370,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Comment restates visible code action without adding rationale.,remove,repair,False,,deepseek-v3
371,True,Nonlocal info,0.5737,Nonlocal info,0.5737,Not a smell,0.4263,Explains store-before-load order due to external OSGi event chain requiring config service access.,move,repair,True,signal_conflict;not_smell_vs_nonlocal,deepseek-v3
372,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.03,Explains reason for second store: to capture initialization properties.,no_change,evaluation,False,,deepseek-v3
373,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the obvious put operation without added value.,remove,repair,False,,deepseek-v3
374,False,Not a smell,0.95,Not a smell,0.95,Nonlocal info,0.05,Adds rationale for initialization; explains purpose not code.,no_change,evaluation,False,,deepseek-v3
375,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the code action without adding context.,remove,repair,False,,deepseek-v3
376,False,Not a smell,0.9,Not a smell,0.9,Vague,0.1,"Provides specific intent about port preference for RTCP socket, not vague.",no_change,evaluation,True,not_smell_vs_vague_risk;borderline_label_low_confidence,deepseek-v3
377,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Restates obvious local code action without added rationale.,remove,repair,False,,deepseek-v3
378,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.03,Adds rationale for port tracker update to avoid occupied ports.,no_change,evaluation,False,,deepseek-v3
379,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Comment provides context for the next action, enhancing comprehension.",no_change,evaluation,False,,deepseek-v3
380,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.03,Clarifies default behavior and rationale for tryRange call.,no_change,evaluation,False,,deepseek-v3
381,True,Vague,0.88,Vague,0.88,Obvious,0.08,Comment 'try the VIDEO tracker' is too vague; does not explain the concrete logic of port number assignment.,rewrite,repair,True,borderline_label_low_confidence,deepseek-v3
382,True,Misleading,0.85,Misleading,0.85,Vague,0.1,"Says 'leave tracker to null' but code creates or tries range, not null assignment.",rewrite,repair,False,,deepseek-v3
383,True,Obvious,0.88,Obvious,0.88,Not a smell,0.12,"Comment merely restates that code is for audio tracker, adds no extra context.",remove,repair,True,borderline_label_low_confidence,deepseek-v3
384,True,Vague,0.85,Vague,0.85,Not a smell,0.15,Comment 'try the DATA CHANNEL tracker' is fragmentary and does not clarify the specific action or effect; 'try' is ambiguous.,rewrite,repair,True,low_confidence;borderline_label_low_confidence,deepseek-v3
385,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the code action without adding intent or rationale.,remove,repair,False,,deepseek-v3
386,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains rationale for sending multiple packets, adding purpose.",no_change,evaluation,False,,deepseek-v3
387,True,Obvious,0.9,Obvious,0.9,Beautification,0.1,"Comment merely restates that the socket is for data/RTP, which is already clear from code context.",remove,repair,False,,deepseek-v3
388,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,"Comment merely restates obvious variable names (controlAddress, getControlSocket).",remove,repair,False,,deepseek-v3
389,True,Obvious,0.75,Obvious,0.75,Not a smell,0.25,"Comment restates the local action of getting traffic class for a type, with no additional rationale or intent beyond what is evident from code.",remove,repair,True,low_confidence;borderline_label_low_confidence,deepseek-v3
390,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates local code action (data port for RTP) without extra context.,remove,repair,False,,deepseek-v3
391,True,Beautification,0.85,Beautification,0.85,Obvious,0.1,"Section label for control port code, adds no rationale or intent.",remove,repair,False,,deepseek-v3
392,True,Task,0.95,Task,0.95,Not a smell,0.05,Indicates method not yet implemented (task).,remove,repair,False,,deepseek-v3
393,False,Not a smell,0.95,Not a smell,0.95,Nonlocal info,0.05,Explains timing constraint: must run before DNS lookups.,no_change,evaluation,False,,deepseek-v3
394,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Restates code action without added rationale.,remove,repair,False,,deepseek-v3
395,False,Not a smell,0.98,Not a smell,0.98,Obvious,0.02,Clarifies purpose of locking config dir to enforce single instance.,no_change,evaluation,False,,deepseek-v3
396,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains why success exit code is used from user perspective.,no_change,evaluation,False,,deepseek-v3
397,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the successful lock case without adding new information.,remove,repair,False,,deepseek-v3
398,True,Obvious,0.9,Obvious,0.9,Not a smell,0.65,Comment restates obvious fact that no error occurred and execution continues.,remove,repair,False,,deepseek-v3
399,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Comment explains specific conditional logic for checking legacy directory names, including the name transition case, providing clear intent and rationale.",no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
400,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,"Restates the obvious default assignment after OS-specific checks, without adding rationale or risk.",remove,repair,True,borderline_label_low_confidence,deepseek-v3
401,True,Obvious,0.95,Obvious,0.95,Vague,0.05,Comment restates if-condition verbatim; adds no explanation of why or effect.,remove,repair,False,,deepseek-v3
402,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Comment merely restates loop action; no added insight.,remove,repair,False,,deepseek-v3
403,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the local check action without added context.,remove,repair,False,,deepseek-v3
404,True,Obvious,0.5625,Obvious,0.75,Vague,0.25,"Comment restates checking default location, though 'it' is inferable.",remove,repair,True,low_confidence;borderline_label_low_confidence,deepseek-v3
405,False,Not a smell,0.85,Not a smell,0.85,Obvious,0.15,Provides purpose and timing context for creating log directory after home dirs setup.,no_change,evaluation,True,borderline_label_low_confidence,deepseek-v3
406,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides specific intent for system property initialization.,no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
407,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains why property is set, enhancing understanding.",no_change,evaluation,False,,deepseek-v3
408,False,Not a smell,0.95,Not a smell,0.95,Vague,0.05,Explains rationale for disabling fullscreen capture on Mac.,no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
409,False,Not a smell,0.98,Not a smell,0.98,Not a smell,0.02,Clarifies fallback rationale when encoding is unsupported.,no_change,evaluation,False,,deepseek-v3
410,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment only restates the following transformation without added context.,remove,repair,False,,deepseek-v3
411,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains variable purpose and null constraint; adds useful context.,no_change,evaluation,False,,deepseek-v3
412,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Merely restates the code action without adding insight.,remove,repair,False,,deepseek-v3
413,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.03,"Explains variable purpose and invariant, adding local comprehension.",no_change,evaluation,False,,deepseek-v3
414,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the code action without adding rationale or intent.,remove,repair,False,,deepseek-v3
415,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains default behavior and extensibility via overriding.,no_change,evaluation,False,,deepseek-v3
416,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Clarifies precondition for loadSkin call.,no_change,evaluation,False,,deepseek-v3
417,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Merely restates the visible limit check and break.,remove,repair,False,,deepseek-v3
418,True,Beautification,0.95,Beautification,0.95,Obvious,0.05,"Single-word section header for loop, no added explanation.",remove,repair,False,,deepseek-v3
419,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides context from MSDN explaining potential XML data format.,no_change,evaluation,False,,deepseek-v3
420,True,Task,0.9,Task,0.9,Vague,0.1,FIXME marker indicates a task but lacks specific details about what needs fixing.,remove,repair,False,,deepseek-v3
421,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains logging conditions clearly, enhancing code comprehension.",no_change,evaluation,False,,deepseek-v3
422,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains handling of out-of-order packets as single loss.,no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
423,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains RTP header byte positions and endianness.,no_change,evaluation,False,,deepseek-v3
424,False,Not a smell,0.95,Not a smell,0.9,Obvious,0.05,"Labels null argument as bind address, adding local context.",no_change,evaluation,False,,deepseek-v3
425,False,Not a smell,0.95,Not a smell,0.95,Nonlocal info,0.03,Explains purpose: sending to Jingle Nodes relay.,no_change,evaluation,False,,deepseek-v3
426,True,Task,0.9,Task,0.9,Not a smell,0.1,Question about reusing DatagramPacket; suggests future improvement.,remove,repair,False,,deepseek-v3
427,False,Not a smell,0.95,Not a smell,0.95,Vague,0.03,"Specifies condition threshold, clarifying purpose of the call.",no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
428,False,Not a smell,0.9,Not a smell,0.9,Obvious,0.1,Clarifies that non-STUN packet implies RTP packet type.,no_change,evaluation,False,,deepseek-v3
429,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains condition clearly, enhancing code comprehension.",no_change,evaluation,False,,deepseek-v3
430,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains why hidden protocols are skipped, aiding understanding.",no_change,evaluation,False,,deepseek-v3
431,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains conditional purpose.,no_change,evaluation,False,,deepseek-v3
432,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Restates obvious loop action without adding new information.,remove,repair,False,,deepseek-v3
433,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains the logic for fallback to global status.,no_change,evaluation,False,,deepseek-v3
434,False,Not a smell,0.9,Not a smell,0.9,Obvious,0.1,Adds local purpose and context about configuration retrieval.,no_change,evaluation,False,,deepseek-v3
435,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains specific cyclic recursion risk and rationale for defensive check.,no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
436,False,Not a smell,0.6375,Not a smell,0.85,Vague,0.15,"Comment provides intent ('search for highest available status') for threshold values, which is not obvious from code alone; prefer 'Not a smell' per guidance.",no_change,evaluation,True,borderline_label_low_confidence,deepseek-v3
437,False,Not a smell,0.95,Not a smell,0.95,Vague,0.05,Provides specific rationale for DND status logic between thresholds.,no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
438,True,Vague,0.7,Vague,0.7,Not a smell,0.3,"Comment is generic, identical for two distinct statuses, lacking specific reason.",rewrite,repair,True,low_confidence;borderline_label_low_confidence,deepseek-v3
439,False,Not a smell,0.8,Not a smell,0.8,Obvious,0.2,Explains intent to default to online status when null.,no_change,evaluation,True,low_confidence;borderline_label_low_confidence,deepseek-v3
440,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Clearly explains the purpose of the block: caching files from Felix config.,no_change,evaluation,False,,deepseek-v3
441,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains the purpose of the code block.,no_change,evaluation,False,,deepseek-v3
442,True,Beautification,0.78,Beautification,0.78,Not a smell,0.22,Section header word for address block; no added semantic info.,remove,repair,True,low_confidence,deepseek-v3
443,True,Vague,0.85,Vague,0.85,Not a smell,0.15,Comment is fragmentary and does not explain the significance of no Contact field.,rewrite,repair,True,borderline_label_low_confidence,deepseek-v3
444,True,Obvious,0.95,Obvious,0.95,Beautification,0.05,Merely restates variable name 'viaHeaders' with no added context.,remove,repair,False,,deepseek-v3
445,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates local code variable name.,remove,repair,False,,deepseek-v3
446,True,Vague,0.9,Vague,0.9,Not a smell,0.1,Referent 'these two' is ambiguous; comment lacks specific condition or rationale.,rewrite,repair,True,low_confidence;borderline_label_low_confidence,deepseek-v3
447,True,Beautification,0.95,Beautification,0.95,Not a smell,0.05,Comment is a section header with no explanatory content.,remove,repair,False,,deepseek-v3
448,False,Not a smell,0.9,Not a smell,0.9,Obvious,0.1,"Comment explains that the caught exception is unexpected, providing rationale.",no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
449,True,Obvious,0.85,Obvious,0.85,Vague,0.15,Comment merely restates the visible code topic without adding insight.,remove,repair,True,low_confidence;borderline_label_low_confidence,deepseek-v3
450,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Merely restates the code action without added intent or rationale.,remove,repair,False,,deepseek-v3
451,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment restates the condition without adding new intent or rationale.,remove,repair,False,,deepseek-v3
452,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,"Comment merely restates sending a 423 response, no added intent.",remove,repair,False,,deepseek-v3
453,True,Vague,0.95,Vague,0.9,Not a smell,0.1,Comment is too generic; lacks specific why or what exactly shouldn't happen.,rewrite,repair,False,,deepseek-v3
454,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Comment restates the immediately following code action without added insight.,remove,repair,True,borderline_label_low_confidence,deepseek-v3
455,True,Obvious,0.95,Obvious,0.95,Vague,0.05,Simply restates sending OK; no added rationale or intent.,remove,repair,False,,deepseek-v3
456,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment only restates visible local code action.,remove,repair,False,,deepseek-v3
457,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains reason for code block.,no_change,evaluation,False,,deepseek-v3
458,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains purpose of storing dialog for future NOTIFYs.,no_change,evaluation,False,,deepseek-v3
459,True,Vague,0.9,Vague,0.9,Not a smell,0.1,Question comment uses 'it' without clear referent; does not provide intent or rationale.,rewrite,repair,True,low_confidence;borderline_label_low_confidence,deepseek-v3
460,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the next code line without added context.,remove,repair,False,,deepseek-v3
461,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Comment purely restates the local action of sending an OK response without any additional intent or rationale.,remove,repair,True,borderline_label_low_confidence,deepseek-v3
462,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains purpose of subsequent NOTIFY for subscription termination.,no_change,evaluation,False,,deepseek-v3
463,True,Misleading,0.8,Misleading,0.8,Obvious,0.2,Comment says 'send' but code only creates response; mismatch.,rewrite,repair,False,,deepseek-v3
464,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Comment merely restates the following code action without adding context or rationale.,remove,repair,False,,deepseek-v3
465,True,Obvious,0.85,Obvious,0.85,Not a smell,0.15,Comment merely restates the local code action without adding rationale or intent.,remove,repair,True,borderline_label_low_confidence,deepseek-v3
466,False,Not a smell,0.95,Not a smell,0.95,Vague,0.05,Provides specific rationale for stopping communication after failed authentication.,no_change,evaluation,True,low_confidence;not_smell_vs_vague_risk;borderline_label_low_confidence,deepseek-v3
467,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Helpful explanation of code purpose.,no_change,evaluation,False,,deepseek-v3
468,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains why service may be null, including user disabling history.",no_change,evaluation,False,,deepseek-v3
469,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Merely restates the condition and assignment without added context.,remove,repair,False,,deepseek-v3
470,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains purpose and condition for selecting first online transport.,no_change,evaluation,False,,deepseek-v3
471,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains the fallback logic clearly.,no_change,evaluation,False,,deepseek-v3
472,True,Nonlocal info,0.72,Nonlocal info,0.72,Not a smell,0.28,"Comment references external Swing constant, not local code intent.",move,repair,True,low_confidence;not_smell_vs_nonlocal;borderline_label_low_confidence,deepseek-v3
