sample_id,is_smelly,label,confidence,top1_label,top1_score,top2_label,top2_score,reason_short,action_hint,route_to,second_check_used,review_reason,model_source
390,False,Not a smell,0.9,Not a smell,0.9,Beautification,0.1,"Adds context that socket is for RTP data port, aiding comprehension.",no_change,evaluation,False,,deepseek-v3
391,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Comment adds protocol context (RTCP) clarifying purpose of socket.,no_change,evaluation,False,,deepseek-v3
392,True,Task,0.85,Task,0.85,Vague,0.12,Indicates incomplete work but lacks specifics.,remove,repair,False,,deepseek-v3
393,False,Not a smell,0.95,Not a smell,0.95,Vague,0.05,Provides timing constraint and intent; referent is clear from context.,no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
394,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,"Comment merely restates clear action of passing arguments, no added value.",remove,repair,False,,deepseek-v3
395,False,Not a smell,0.95,Not a smell,0.95,Nonlocal info,0.03,Provides rationale for locking config dir to ensure single instance.,no_change,evaluation,False,,deepseek-v3
396,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Adds rationale about user perspective for success exit.,no_change,evaluation,False,,deepseek-v3
397,False,Not a smell,0.9,Not a smell,0.9,Vague,0.1,Provides rationale for break after successful lock.,no_change,evaluation,True,not_smell_vs_vague_risk;borderline_label_low_confidence,deepseek-v3
398,False,Not a smell,0.9,Not a smell,0.9,Obvious,0.1,Provides rationale that no error occurred.,no_change,evaluation,False,,deepseek-v3
399,True,Nonlocal info,0.4462,Nonlocal info,0.4462,Not a smell,0.5538,Comment depends on external knowledge of SIP Communicator to Jitsi name transition.,move,repair,True,low_confidence;signal_conflict;not_smell_vs_nonlocal;borderline_label_low_confidence,deepseek-v3
400,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Adds context about OS specifics for default assignments, not restating code.",no_change,evaluation,False,,deepseek-v3
401,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Restates if-condition without adding intent or rationale.,remove,repair,False,,deepseek-v3
402,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the loop action without adding rationale or context.,remove,repair,False,,deepseek-v3
403,True,Obvious,0.9,Obvious,0.9,Vague,0.1,Restates obvious conditional check without added context.,remove,repair,False,,deepseek-v3
404,True,Vague,0.5625,Vague,0.75,Obvious,0.25,Comment uses ambiguous referent 'it' and does not match code's exact condition.,rewrite,repair,True,borderline_label_low_confidence,deepseek-v3
405,False,Not a smell,0.9,Not a smell,0.9,Obvious,0.1,"Adds rationale about when log directory is created, not mere restatement.",no_change,evaluation,False,,deepseek-v3
406,False,Not a smell,0.98,Not a smell,0.98,Obvious,0.02,Provides clear intent and context for system property setup.,no_change,evaluation,False,,deepseek-v3
407,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains why disabling Direct3D before display.,no_change,evaluation,False,,deepseek-v3
408,False,Not a smell,0.95,Not a smell,0.95,Too much info,0.05,"Explains rationale for disabling fullscreen capture on Mac, aids comprehension.",no_change,evaluation,False,,deepseek-v3
409,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains fallback encoding logic.,no_change,evaluation,False,,deepseek-v3
410,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the method name without adding any new information.,remove,repair,False,,deepseek-v3
411,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.03,"Explains variable purpose and constraint, enhancing comprehension.",no_change,evaluation,False,,deepseek-v3
412,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.02,Clarifies that adding event marks start of transformation; provides context.,no_change,evaluation,False,,deepseek-v3
413,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Clarifies purpose and constraint for 'next' variable.,no_change,evaluation,False,,deepseek-v3
414,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Adds purpose for next-round transformations, not restating code.",no_change,evaluation,False,,deepseek-v3
415,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains default behavior and design intent for overriding.,no_change,evaluation,False,,deepseek-v3
416,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains rationale for calling loadSkin after instantiation.,no_change,evaluation,False,,deepseek-v3
417,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the loop break condition without adding intent or context.,remove,repair,False,,deepseek-v3
418,True,Beautification,0.75,Beautification,0.75,Obvious,0.2,"Section header for loop, no added meaning.",remove,repair,True,low_confidence,deepseek-v3
419,True,Nonlocal info,0.4781,Nonlocal info,0.4781,Not a smell,0.5219,Comment references MSDN external documentation to explain why data may be XML BLOB.,move,repair,True,signal_conflict;not_smell_vs_nonlocal,deepseek-v3
420,True,Task,0.95,Task,0.95,Vague,0.05,"FIXME indicates a known issue requiring future work, a task smell.",remove,repair,False,,deepseek-v3
421,True,Obvious,0.92,Obvious,0.92,Not a smell,0.08,Restates the if condition without added rationale.,remove,repair,False,,deepseek-v3
422,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains the else-branch rationale for desequenced packets.,no_change,evaluation,False,,deepseek-v3
423,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains RTP header byte positions and endianness, aiding code understanding.",no_change,evaluation,False,,deepseek-v3
424,True,Obvious,0.9,Obvious,0.9,Vague,0.1,Labels the null argument as bind address; restates visible code.,remove,repair,False,,deepseek-v3
425,True,Obvious,0.92,Obvious,0.92,Not a smell,0.08,Comment restates local code action without added rationale or intent.,remove,repair,False,,deepseek-v3
426,True,Task,0.85,Task,0.85,Irrelevant,0.1,"Question about reusing object, not explaining code. Likely a task note.",remove,repair,False,,deepseek-v3
427,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Helpful explanation of condition for logging.,no_change,evaluation,False,,deepseek-v3
428,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains condition rationale.,no_change,evaluation,False,,deepseek-v3
429,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the visible condition and return action.,remove,repair,False,,deepseek-v3
430,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains rationale for skipping hidden protocols, enhancing comprehension.",no_change,evaluation,False,,deepseek-v3
431,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Comment merely restates the condition without adding why/intent/constraint/risk.,remove,repair,True,borderline_label_low_confidence,deepseek-v3
432,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Comment merely restates the loop's iteration and equality check.,remove,repair,False,,deepseek-v3
433,False,Not a smell,0.9,Not a smell,0.9,Obvious,0.1,Explains mapping logic from protocol to global status; adds context.,no_change,evaluation,False,,deepseek-v3
434,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains purpose of the code block.,no_change,evaluation,False,,deepseek-v3
435,False,Not a smell,0.95,Not a smell,0.95,Too much info,0.05,Explains complex edge case to prevent infinite loop cycle.,no_change,evaluation,False,,deepseek-v3
436,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides specific intent for the else branch: searching for highest available status.,no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
437,False,Not a smell,1.0,Not a smell,1.0,Obvious,0.0,"Explains the specific business logic for DND status threshold, providing constraints.",no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
438,True,Obvious,0.95,Obvious,0.95,Vague,0.05,Comment restates code action without adding information.,remove,repair,False,,deepseek-v3
439,False,Not a smell,0.95,Not a smell,0.95,Vague,0.05,Provides specific rationale for defaulting to online status when status is null.,no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
440,False,Not a smell,0.8075,Not a smell,0.8075,Obvious,0.1925,"Comment explains local intent (caching files from Felix config), not dependent on external agreement.",no_change,evaluation,True,signal_conflict;not_smell_vs_nonlocal;borderline_label_low_confidence,deepseek-v3
441,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Restates visible code action without added context or rationale.,remove,repair,False,,deepseek-v3
442,True,Obvious,0.95,Obvious,0.95,Vague,0.05,Comment merely restates the variable type without adding useful information.,remove,repair,False,,deepseek-v3
443,False,Not a smell,0.675,Not a smell,0.9,Vague,0.1,Explains reason for null check: absence of Contact field.,no_change,evaluation,True,low_confidence;borderline_label_low_confidence,deepseek-v3
444,True,Obvious,0.85,Obvious,0.85,Beautification,0.1,"Comment merely restates variable name, adds no intent.",remove,repair,True,borderline_label_low_confidence,deepseek-v3
445,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,"Comment merely restates variable name and method result, no added value.",remove,repair,False,,deepseek-v3
446,False,Not a smell,0.675,Not a smell,0.9,Vague,0.1,"Comment clarifies that exceptions are unexpected, providing rationale not obvious from code.",no_change,evaluation,True,borderline_label_low_confidence,deepseek-v3
447,True,Obvious,0.85,Obvious,0.85,Beautification,0.1,Comment merely restates the variable name without adding new information.,remove,repair,True,borderline_label_low_confidence,deepseek-v3
448,False,Not a smell,0.7125,Not a smell,0.7125,Obvious,0.2875,"Comment gives rationale that exception should never occur, providing intent/constraint.",no_change,evaluation,True,small_top2_margin,deepseek-v3
449,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,"Comment merely restates variable type, no added insight.",remove,repair,False,,deepseek-v3
450,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Comment restates visible code action without added intent or context.,remove,repair,False,,deepseek-v3
451,True,Obvious,0.9,Obvious,0.9,Vague,0.1,Restates condition without rationale.,remove,repair,False,,deepseek-v3
452,True,Obvious,0.85,Obvious,0.85,Not a smell,0.15,Comment merely restates the visible code action without adding rationale or context.,remove,repair,True,borderline_label_low_confidence,deepseek-v3
453,False,Not a smell,0.85,Not a smell,0.85,Vague,0.1,Explains unexpected exception; provides rationale.,no_change,evaluation,True,not_smell_vs_vague_risk;borderline_label_low_confidence,deepseek-v3
454,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Merely restates visible code action without added rationale.,remove,repair,False,,deepseek-v3
455,True,Obvious,0.8,Obvious,0.8,Misleading,0.15,Comment merely restates the obvious action of creating an OK response.,remove,repair,True,borderline_label_low_confidence,deepseek-v3
456,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,"Simply restates the visible code action, no added intent or rationale.",remove,repair,False,,deepseek-v3
457,False,Not a smell,0.85,Not a smell,0.85,Obvious,0.15,"Comment states the local purpose (terminating subscription with closing NOTIFY), which is useful context beyond simple code restatement.",no_change,evaluation,True,borderline_label_low_confidence,deepseek-v3
458,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.03,Explains purpose of storing dialog for sending NOTIFYs.,no_change,evaluation,False,,deepseek-v3
459,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the condition check in question form.,remove,repair,False,,deepseek-v3
460,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment restates the function call without adding rationale.,remove,repair,False,,deepseek-v3
461,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Restates code action without adding rationale or context.,remove,repair,False,,deepseek-v3
462,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Comment restates code action without adding rationale.,remove,repair,True,borderline_label_low_confidence,deepseek-v3
463,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the code action without adding rationale or context.,remove,repair,False,,deepseek-v3
464,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Restates obvious code action without adding rationale or intent.,remove,repair,False,,deepseek-v3
465,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the obvious local action without adding value.,remove,repair,False,,deepseek-v3
466,False,Not a smell,0.95,Not a smell,0.95,Vague,0.3,Comment provides rationale for catch block behavior; specific intent.,no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
467,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains code intent clearly.,no_change,evaluation,False,,deepseek-v3
468,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains reason for null check.,no_change,evaluation,False,,deepseek-v3
469,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Comment merely restates the conditional action; no added intent or rationale.,remove,repair,False,,deepseek-v3
470,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains intent: choose first online transport if none set.,no_change,evaluation,False,,deepseek-v3
471,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Restates null-check and first-selection logic without new insight.,remove,repair,False,,deepseek-v3
472,True,Nonlocal info,0.95,Nonlocal info,0.95,Not a smell,0.05,Comment references external class constant not defined locally.,move,repair,True,not_smell_vs_nonlocal,deepseek-v3
473,True,Vague,0.525,Vague,0.7,Not a smell,0.3,Comment is a fragment that only names a method without providing intent or rationale.,rewrite,repair,True,not_smell_vs_vague_risk,deepseek-v3
474,False,Not a smell,0.675,Not a smell,0.9,Obvious,0.1,"Comment provides purpose to notify the wizard, not just restating code.",no_change,evaluation,True,borderline_label_low_confidence,deepseek-v3
475,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Adds rationale for else branch (no wizard) and explains error dialog.,no_change,evaluation,False,,deepseek-v3
476,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.03,Explains trigger condition for updateButtons call.,no_change,evaluation,False,,deepseek-v3
477,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains rationale for the check.,no_change,evaluation,False,,deepseek-v3
478,False,Not a smell,0.95,Not a smell,0.95,Vague,0.05,"Provides rationale for copying, specific intent.",no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
479,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Comment explains code purpose, not obvious from code.",no_change,evaluation,False,,deepseek-v3
480,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates that setCursor sets default cursor without adding new info.,remove,repair,False,,deepseek-v3
481,False,Not a smell,0.95,Not a smell,0.95,Vague,0.05,"Comment explains specific rationale for removing listener, not vague.",no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
482,False,Not a smell,0.95,Not a smell,0.95,Task,0.05,"Explains rationale for removing old format property, adds intent.",no_change,evaluation,False,,deepseek-v3
483,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Adds rationale for deleting old format property; clarifies intent.,no_change,evaluation,False,,deepseek-v3
484,True,Misleading,0.9,Misleading,0.9,Task,0.1,"Comment says 'store' but code does verification, contradicting semantics.",rewrite,repair,False,,deepseek-v3
485,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the code action without adding intent or context.,remove,repair,False,,deepseek-v3
486,False,Not a smell,0.95,Not a smell,0.95,Too much info,0.05,"Explains why returning is safe, adds specific rationale and context.",no_change,evaluation,False,,deepseek-v3
487,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Merely restates local code action without adding rationale or intent.,remove,repair,False,,deepseek-v3
488,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the visible code action without adding rationale or intent.,remove,repair,False,,deepseek-v3
489,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Restates code action without adding intent or context.,remove,repair,False,,deepseek-v3
490,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Simply restates the action without adding value.,remove,repair,False,,deepseek-v3
491,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Merely restates the code action with no added context.,remove,repair,False,,deepseek-v3
492,True,Vague,0.95,Vague,0.95,Not a smell,0.05,Fragment 'the parent item' lacks specificity; does not clarify purpose or why.,rewrite,repair,True,borderline_label_low_confidence,deepseek-v3
493,True,Beautification,0.95,Beautification,0.95,Not a smell,0.05,Section header comment marking the submenu code block.,remove,repair,False,,deepseek-v3
494,False,Not a smell,0.85,Not a smell,0.85,Obvious,0.15,"Comment adds meaning: condition indicates offline status, not just restatement.",no_change,evaluation,True,low_confidence;borderline_label_low_confidence,deepseek-v3
495,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides rationale for returning null due to scheduled retrieve.,no_change,evaluation,False,,deepseek-v3
496,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains reason for null return due to missing cache.,no_change,evaluation,False,,deepseek-v3
497,True,Obvious,0.98,Obvious,0.98,Not a smell,0.02,Comment merely restates the code actions without adding rationale.,remove,repair,False,,deepseek-v3
498,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains intent of the code block.,no_change,evaluation,False,,deepseek-v3
499,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment restates assertion condition without new insight.,remove,repair,True,borderline_label_low_confidence,deepseek-v3
500,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides specific rationale and purpose for the hack.,no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
501,False,Not a smell,0.6,Not a smell,0.6,Obvious,0.4,No comment provided; default to Not a smell per policy: cannot confirm Obvious condition.,no_change,evaluation,True,low_confidence;borderline_label_low_confidence,deepseek-v3
502,True,Misleading,0.8,Misleading,0.8,Vague,0.7,"Comment mentions 'sip account man' but code registers a ProtocolProviderFactory, causing mismatch.",rewrite,repair,True,small_top2_margin,deepseek-v3
503,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Restates visible action; no additional purpose or context.,remove,repair,False,,deepseek-v3
504,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides rationale for ignoring set operation.,no_change,evaluation,False,,deepseek-v3
505,True,Obvious,0.85,Obvious,0.85,Vague,0.1,Comment merely restates the local code action.,remove,repair,True,borderline_label_low_confidence,deepseek-v3
506,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains why presence op set is needed for contact retrieval.,no_change,evaluation,False,,deepseek-v3
507,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the null-check and exception throw in informal terms.,remove,repair,False,,deepseek-v3
508,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains why catching exception is acceptable.,no_change,evaluation,False,,deepseek-v3
509,True,Task,0.95,Task,0.95,Not a smell,0.05,TODO comment describing test disabling and future testing task.,remove,repair,False,,deepseek-v3
510,True,Commented out code,0.95,Commented out code,0.95,Not a smell,0.05,"Commented-out test code remains, possibly replaced by active code.",remove,repair,False,,deepseek-v3
511,True,Commented out code,1.0,Commented out code,1.0,Obvious,0.0,"The comment is exactly the same as the code, indicating commented out code.",remove,repair,False,,deepseek-v3
512,True,Commented out code,1.0,Commented out code,1.0,Irrelevant,0.0,Commented out code line without explanation.,remove,repair,False,,deepseek-v3
513,True,Commented out code,0.95,Commented out code,0.95,Not a smell,0.05,The comment is a line of code that has been commented out.,remove,repair,False,,deepseek-v3
514,True,Commented out code,0.98,Commented out code,0.98,Obvious,0.02,"Commented out code, not executed.",remove,repair,False,,deepseek-v3
515,True,Obvious,0.98,Obvious,0.98,Not a smell,0.02,Comment merely restates exact code without adding new info.,remove,repair,False,,deepseek-v3
516,True,Commented out code,0.99,Commented out code,0.99,Irrelevant,0.01,"Comment is disabled code, not explanatory.",remove,repair,False,,deepseek-v3
517,True,Commented out code,0.95,Commented out code,0.95,Irrelevant,0.05,Commented-out test code with no explanation.,remove,repair,False,,deepseek-v3
518,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the creation of a ChatRoom object.,remove,repair,False,,deepseek-v3
519,True,Commented out code,0.95,Commented out code,0.95,Not a smell,0.05,"Entire code block is commented out, indicating disabled functionality.",remove,repair,False,,deepseek-v3
520,False,Not a smell,0.9,Not a smell,0.9,Vague,0.1,"Comment asks a specific question about list freshness, providing clear local intent and referent.",no_change,evaluation,True,low_confidence;not_smell_vs_vague_risk;borderline_label_low_confidence,deepseek-v3
521,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Restates the return condition; adds no extra context or intent.,remove,repair,False,,deepseek-v3
522,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.03,"Explains method behavior and caching, aiding comprehension.",no_change,evaluation,False,,deepseek-v3
523,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.03,Explains why using opSetMUC2 avoids cache retrieval.,no_change,evaluation,False,,deepseek-v3
524,False,Not a smell,0.9,Not a smell,0.9,Obvious,0.1,Comment provides specific intent that user2 must reject the invitation.,no_change,evaluation,True,not_smell_vs_vague_risk;borderline_label_low_confidence,deepseek-v3
525,True,Obvious,0.95,Obvious,0.95,Not a smell,0.03,Restates assertion purpose without adding extra context or rationale.,remove,repair,False,,deepseek-v3
526,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Clarifies test purpose by describing expected condition.,no_change,evaluation,False,,deepseek-v3
527,False,Not a smell,0.7,Not a smell,0.7,Obvious,0.3,"Comment adds rationale 'as planned' to the rejection, providing intent beyond restating local code.",no_change,evaluation,True,low_confidence;borderline_label_low_confidence,deepseek-v3
528,True,Irrelevant,0.8,Irrelevant,0.8,Vague,0.1,Stray question unrelated to code comprehension.,remove,repair,False,,deepseek-v3
529,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,"Comment restates local assertions, adds no new info.",remove,repair,False,,deepseek-v3
530,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Comment restates assertion's message without added insight.,remove,repair,False,,deepseek-v3
531,True,Vague,0.45,Vague,0.6,Not a smell,0.4,"Comment is a fragment that does not specify the exact code action or effect, leaving reader to guess the referent.",rewrite,repair,True,low_confidence;not_smell_vs_vague_risk;borderline_label_low_confidence,deepseek-v3
532,False,Not a smell,0.9,Not a smell,0.9,Vague,0.1,Adds specific event context for waitForEvent call.,no_change,evaluation,True,not_smell_vs_vague_risk;borderline_label_low_confidence,deepseek-v3
533,False,Not a smell,0.9,Not a smell,0.9,Obvious,0.1,Comment adds specific purpose (user1 join) not obvious from code alone.,no_change,evaluation,False,,deepseek-v3
534,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Adds specific purpose: listening for user2 join event.,no_change,evaluation,False,,deepseek-v3
535,True,Vague,0.6,Vague,0.6,Not a smell,0.4,Comment is grammatically unclear and uses vague referent 'both member' without specification.,rewrite,repair,True,low_confidence;borderline_label_low_confidence,deepseek-v3
536,False,Not a smell,0.6375,Not a smell,0.85,Vague,0.15,Expresses test intent about a specific condition.,no_change,evaluation,True,low_confidence;borderline_label_low_confidence,deepseek-v3
537,True,Nonlocal info,0.5737,Nonlocal info,0.9,Not a smell,0.1,"Explains rationale using size() instead of getMembersCount() due to Smack library behavior, referencing external module.",move,repair,True,signal_conflict;not_smell_vs_nonlocal,deepseek-v3
538,False,Not a smell,0.85,Not a smell,0.85,Obvious,0.15,"Provides rationale for assertion, clarifies expected postcondition.",no_change,evaluation,True,low_confidence;borderline_label_low_confidence,deepseek-v3
539,True,Misleading,0.5625,Misleading,0.75,Vague,0.2,"Comment says 'both sides' but assertion only checks one side, conflicting with code semantics.",rewrite,repair,True,low_confidence;borderline_label_low_confidence,deepseek-v3
540,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Adds clear rationale for the leave action before proceeding.,no_change,evaluation,False,,deepseek-v3
541,True,Vague,0.7,Vague,0.7,Not a smell,0.3,"Fragmentary, grammatically incorrect, and does not clearly identify specific objects or conditions.",rewrite,repair,True,low_confidence;borderline_label_low_confidence,deepseek-v3
542,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the assertion without adding new information.,remove,repair,False,,deepseek-v3
543,True,Vague,0.9,Vague,0.9,Not a smell,0.1,Fragmentary comment; 'the other side' ambiguous and lacks specific meaning.,rewrite,repair,True,borderline_label_low_confidence,deepseek-v3
544,True,Obvious,0.9,Obvious,0.9,Vague,0.1,Single-word comment restates the leave() call without adding intent or context.,remove,repair,False,,deepseek-v3
545,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains assertion intent clearly.,no_change,evaluation,False,,deepseek-v3
546,False,Not a smell,0.45,Not a smell,0.45,Obvious,0.55,Brief section indicator providing minor context; not harmful.,no_change,evaluation,True,low_confidence;borderline_label_low_confidence,deepseek-v3
547,True,Vague,0.65,Vague,0.65,Not a smell,0.35,Fragmentary comment; unclear what specific notification or condition is expected; reader must guess the referent.,rewrite,repair,True,low_confidence;borderline_label_low_confidence,deepseek-v3
548,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Comment restates visible assertion without adding rationale.,remove,repair,False,,deepseek-v3
549,True,Obvious,0.95,Obvious,0.95,Not a smell,0.04,Merely restates visible code action without added intent or rationale.,remove,repair,False,,deepseek-v3
550,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains expected behavior of assertion, adding local intent.",no_change,evaluation,False,,deepseek-v3
551,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Comment merely restates the code without adding useful information.,remove,repair,False,,deepseek-v3
552,False,Not a smell,0.92,Not a smell,0.92,Obvious,0.08,Explains assertion purpose for nickname removal.,no_change,evaluation,False,,deepseek-v3
553,False,Not a smell,0.95,Not a smell,0.95,Vague,0.05,Provides specific local intent (trying to steal nickname) beyond code; not vague.,no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
554,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains exception scenario helpfully.,no_change,evaluation,False,,deepseek-v3
555,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Comment merely restates the visible code action without adding rationale.,remove,repair,False,,deepseek-v3
556,True,Irrelevant,0.85,Irrelevant,0.85,Vague,0.15,Comment is an informal remark not explaining code; does not aid comprehension.,remove,repair,False,,deepseek-v3
557,False,Not a smell,0.6,Not a smell,0.8,Vague,0.2,"Comment describes test intent (check message delivery) which is not obvious from code alone, so not a smell.",no_change,evaluation,True,low_confidence;borderline_label_low_confidence,deepseek-v3
558,True,Vague,0.95,Vague,0.95,Not a smell,0.05,Comment is too generic; doesn't explain specific purpose or effect.,rewrite,repair,False,,deepseek-v3
559,False,Not a smell,0.833,Not a smell,0.98,Nonlocal info,0.02,"The comment explains the local rationale for the wait delay (to avoid the banned user appearing joined), referencing the Smack library's event delivery behavior as context. It provides useful intent and constrains for th",no_change,evaluation,True,signal_conflict;not_smell_vs_nonlocal,deepseek-v3
560,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains business logic behind exception handling.,no_change,evaluation,False,,deepseek-v3
561,False,Not a smell,0.95,Not a smell,0.95,Vague,0.05,Provides rationale for wait to avoid stale state after kick/banned.,no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
562,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains rationale for behavior difference between ban and kick.,no_change,evaluation,False,,deepseek-v3
563,True,Obvious,0.95,Obvious,0.95,Not a smell,0.35,Comment merely restates the local code action.,remove,repair,False,,deepseek-v3
564,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the wait action and target already implicit in code.,remove,repair,False,,deepseek-v3
565,False,Not a smell,0.97,Not a smell,0.97,Obvious,0.03,Provides rationale for test assertion.,no_change,evaluation,False,,deepseek-v3
566,False,Not a smell,0.92,Not a smell,0.92,Beautification,0.05,"Provides high-level summary of test block intent, aiding comprehension.",no_change,evaluation,False,,deepseek-v3
567,True,Misleading,0.9,Misleading,0.9,Obvious,0.1,"Comment says wait for user2 but code uses roomUser1Collector, conflicting.",rewrite,repair,False,,deepseek-v3
568,True,Misleading,0.95,Misleading,0.95,Vague,0.05,"Comment says user3 but code uses roomUser1Collector, contradicting semantics.",rewrite,repair,False,,deepseek-v3
569,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment restates assertion expectation without adding new info.,remove,repair,False,,deepseek-v3
570,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains logic and context, enhances comprehension.",no_change,evaluation,False,,deepseek-v3
571,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the local code action without adding rationale or context.,remove,repair,False,,deepseek-v3
