sample_id,case_type,failure_stage,repair_attempted,repair_evaluable,closed_loop_evaluable,detection_correctness,calibration_score,repair_quality_score,closed_loop_pass,final_verdict,predicted_label,gold_label,binary_gold_label,binary_predicted_label,binary_detection_correctness,detection_confidence,repair_action,repair_status,lexical_similarity_score,post_repair_label,post_repair_confidence,smell_removed,new_smell_introduced,label_transition,llm_judge_score,second_pass_used
360,false_positive,detection,True,False,False,False,0.0975,,,FAILED,Vague,Not a smell,Not a smell,Smell,False,0.95,Rewrite,repaired,,,,,,,,False
361,repair_eligible,,True,True,True,True,0.99,1.0,True,ACCEPTED,Obvious,Obvious,Smell,Smell,True,0.9,Remove,removed,,Not a smell,1.0,True,False,Obvious -> Not a smell,,False
362,false_negative,detection,False,False,False,False,0.0975,,,FAILED,Not a smell,Obvious,Smell,Not a smell,False,0.95,No Change,skipped_clean,,,,,,,,False
363,false_positive,detection,True,False,False,False,0.19,,,FAILED,Vague,Not a smell,Not a smell,Smell,False,0.9,Rewrite,repaired,,,,,,,,False
364,false_negative,detection,False,False,False,False,0.0975,,,FAILED,Not a smell,Obvious,Smell,Not a smell,False,0.95,No Change,skipped_clean,,,,,,,,False
365,clean_correct,,False,False,False,True,0.9975,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.95,No Change,skipped_clean,,,,,,,,False
366,repair_eligible,repair_or_closed_loop,True,True,True,True,0.9975,0.6,False,FAILED,Obvious,Obvious,Smell,Smell,True,0.95,Rewrite,repaired,0.0,Obvious,0.95,False,False,Obvious -> Obvious,0.6,True
367,false_negative,detection,False,False,False,False,0.0975,,,FAILED,Not a smell,Nonlocal info,Smell,Not a smell,False,0.95,No Change,skipped_clean,,,,,,,,False
368,repair_eligible,,True,True,True,True,0.9975,1.0,True,ACCEPTED,Obvious,Obvious,Smell,Smell,True,0.95,Remove,removed,,Not a smell,1.0,True,False,Obvious -> Not a smell,,False
369,repair_eligible,repair_or_closed_loop,True,True,True,True,0.99,0.8,False,FAILED,Obvious,Obvious,Smell,Smell,True,0.9,Rewrite,repaired,0.0,Obvious,0.95,False,False,Obvious -> Obvious,0.8,True
370,false_positive,detection,True,False,False,False,0.4375,,,FAILED,Misleading,Not a smell,Not a smell,Smell,False,0.75,Rewrite,repaired,,,,,,,,False
371,false_negative,detection,False,False,False,False,0.0975,,,FAILED,Not a smell,Nonlocal info,Smell,Not a smell,False,0.95,No Change,skipped_clean,,,,,,,,False
372,clean_correct,,False,False,False,True,0.9975,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.95,No Change,skipped_clean,,,,,,,,False
373,repair_eligible,,True,True,True,True,0.9975,1.0,True,ACCEPTED,Obvious,Obvious,Smell,Smell,True,0.95,Remove,removed,,Not a smell,1.0,True,False,Obvious -> Not a smell,,False
374,clean_correct,,False,False,False,True,0.9975,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.95,No Change,skipped_clean,,,,,,,,False
375,repair_eligible,,True,True,True,True,0.9975,1.0,True,ACCEPTED,Obvious,Obvious,Smell,Smell,True,0.95,Remove,removed,,Not a smell,1.0,True,False,Obvious -> Not a smell,,False
376,false_negative,detection,False,False,False,False,0.0975,,,FAILED,Not a smell,Obvious,Smell,Not a smell,False,0.95,No Change,skipped_clean,,,,,,,,False
377,repair_eligible,,True,True,True,True,0.9975,1.0,True,ACCEPTED,Obvious,Obvious,Smell,Smell,True,0.95,Remove,removed,,Not a smell,1.0,True,False,Obvious -> Not a smell,,False
378,clean_correct,,False,False,False,True,0.9975,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.95,No Change,skipped_clean,,,,,,,,False
379,false_negative,detection,False,False,False,False,0.2775,,,FAILED,Not a smell,Obvious,Smell,Not a smell,False,0.85,No Change,skipped_clean,,,,,,,,False
380,clean_correct,,False,False,False,True,0.9975,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.95,No Change,skipped_clean,,,,,,,,False
381,wrong_smell_type,detection,True,False,False,False,0.2775,,,FAILED,Vague,Obvious,Smell,Smell,True,0.85,Rewrite,repaired,,,,,,,,False
382,repair_eligible,repair_or_closed_loop,True,True,True,True,0.9975,0.98,False,FAILED,Misleading,Misleading,Smell,Smell,True,0.95,Rewrite,repaired,0.1111,Obvious,0.95,False,True,Misleading -> Obvious,0.98,True
383,false_negative,detection,False,False,False,False,0.5936,,,FAILED,Not a smell,Obvious,Smell,Not a smell,False,0.6375,No Change,skipped_clean,,,,,,,,False
384,repair_eligible,repair_or_closed_loop,True,True,True,True,0.7744,0.95,True,ACCEPTED,Obvious,Obvious,Smell,Smell,True,0.525,Rewrite,repaired,0.0,Not a smell,0.95,True,False,Obvious -> Not a smell,0.95,True
385,repair_eligible,,True,True,True,True,0.9975,0.95,True,ACCEPTED,Obvious,Obvious,Smell,Smell,True,0.95,Rewrite,repaired,0.0,Not a smell,0.9,True,False,Obvious -> Not a smell,0.95,False
386,clean_correct,,False,False,False,True,0.9975,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.95,No Change,skipped_clean,,,,,,,,False
387,false_negative,detection,False,False,False,False,0.5936,,,FAILED,Not a smell,Obvious,Smell,Not a smell,False,0.6375,No Change,skipped_clean,,,,,,,,False
388,wrong_smell_type,detection,True,False,False,False,0.19,,,FAILED,Beautification,Obvious,Smell,Smell,True,0.9,Remove,removed,,,,,,,,False
389,false_negative,detection,False,False,False,False,0.4923,,,FAILED,Not a smell,Obvious,Smell,Not a smell,False,0.7125,No Change,skipped_clean,,,,,,,,False
390,false_negative,detection,False,False,False,False,0.19,,,FAILED,Not a smell,Obvious,Smell,Not a smell,False,0.9,No Change,skipped_clean,,,,,,,,False
391,false_negative,detection,False,False,False,False,0.0975,,,FAILED,Not a smell,Obvious,Smell,Not a smell,False,0.95,No Change,skipped_clean,,,,,,,,False
392,repair_eligible,,True,True,True,True,0.9775,1.0,True,ACCEPTED,Task,Task,Smell,Smell,True,0.85,Remove,removed,,Not a smell,1.0,True,False,Task -> Not a smell,,False
393,clean_correct,,False,False,False,True,0.9975,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.95,No Change,skipped_clean,,,,,,,,False
394,repair_eligible,repair_or_closed_loop,True,True,True,True,0.99,0.9,False,FAILED,Obvious,Obvious,Smell,Smell,True,0.9,Rewrite,repaired,0.0,Obvious,0.95,False,False,Obvious -> Obvious,0.9,True
395,clean_correct,,False,False,False,True,0.9975,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.95,No Change,skipped_clean,,,,,,,,False
396,clean_correct,,False,False,False,True,0.9975,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.95,No Change,skipped_clean,,,,,,,,False
397,false_negative,detection,False,False,False,False,0.19,,,FAILED,Not a smell,Obvious,Smell,Not a smell,False,0.9,No Change,skipped_clean,,,,,,,,False
398,false_negative,detection,False,False,False,False,0.19,,,FAILED,Not a smell,Obvious,Smell,Not a smell,False,0.9,No Change,skipped_clean,,,,,,,,False
399,false_positive,detection,True,False,False,False,0.8009,,,FAILED,Nonlocal info,Not a smell,Not a smell,Smell,False,0.4462,Move,moved,,,,,,,,False
400,clean_correct,,False,False,False,True,0.9975,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.95,No Change,skipped_clean,,,,,,,,False
401,repair_eligible,repair_or_closed_loop,True,True,True,True,0.9975,0.6,False,FAILED,Obvious,Obvious,Smell,Smell,True,0.95,Rewrite,repaired,0.0,Obvious,0.9,False,False,Obvious -> Obvious,0.6,True
402,repair_eligible,repair_or_closed_loop,True,True,True,True,0.9975,0.65,False,FAILED,Obvious,Obvious,Smell,Smell,True,0.95,Rewrite,repaired,0.0,Obvious,0.9,False,False,Obvious -> Obvious,0.65,True
403,false_positive,detection,True,False,False,False,0.19,,,FAILED,Obvious,Not a smell,Not a smell,Smell,False,0.9,Remove,removed,,,,,,,,False
404,wrong_smell_type,detection,True,False,False,False,0.6836,,,FAILED,Vague,Obvious,Smell,Smell,True,0.5625,Rewrite,repaired,,,,,,,,False
405,false_negative,detection,False,False,False,False,0.19,,,FAILED,Not a smell,Obvious,Smell,Not a smell,False,0.9,No Change,skipped_clean,,,,,,,,False
406,clean_correct,,False,False,False,True,0.9996,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.98,No Change,skipped_clean,,,,,,,,False
407,clean_correct,,False,False,False,True,0.9975,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.95,No Change,skipped_clean,,,,,,,,False
408,clean_correct,,False,False,False,True,0.9975,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.95,No Change,skipped_clean,,,,,,,,False
409,false_negative,detection,False,False,False,False,0.0975,,,FAILED,Not a smell,Obvious,Smell,Not a smell,False,0.95,No Change,skipped_clean,,,,,,,,False
410,repair_eligible,,True,True,True,True,0.9975,1.0,True,ACCEPTED,Obvious,Obvious,Smell,Smell,True,0.95,Remove,removed,,Not a smell,1.0,True,False,Obvious -> Not a smell,,False
411,clean_correct,,False,False,False,True,0.9975,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.95,No Change,skipped_clean,,,,,,,,False
412,false_negative,detection,False,False,False,False,0.0975,,,FAILED,Not a smell,Obvious,Smell,Not a smell,False,0.95,No Change,skipped_clean,,,,,,,,False
413,clean_correct,,False,False,False,True,0.9975,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.95,No Change,skipped_clean,,,,,,,,False
414,false_negative,detection,False,False,False,False,0.0975,,,FAILED,Not a smell,Obvious,Smell,Not a smell,False,0.95,No Change,skipped_clean,,,,,,,,False
415,clean_correct,,False,False,False,True,0.9975,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.95,No Change,skipped_clean,,,,,,,,False
416,clean_correct,,False,False,False,True,0.9975,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.95,No Change,skipped_clean,,,,,,,,False
417,repair_eligible,repair_or_closed_loop,True,True,True,True,0.9975,0.9,False,FAILED,Obvious,Obvious,Smell,Smell,True,0.95,Rewrite,repaired,0.0,Obvious,0.9,False,False,Obvious -> Obvious,0.9,True
418,wrong_smell_type,detection,True,False,False,False,0.4375,,,FAILED,Beautification,Obvious,Smell,Smell,True,0.75,Remove,removed,,,,,,,,False
419,false_positive,detection,True,False,False,False,0.7714,,,FAILED,Nonlocal info,Not a smell,Not a smell,Smell,False,0.4781,Move,moved,,,,,,,,False
420,repair_eligible,,True,True,True,True,0.9975,1.0,True,ACCEPTED,Task,Task,Smell,Smell,True,0.95,Remove,removed,,Not a smell,1.0,True,False,Task -> Not a smell,,False
421,false_positive,detection,True,False,False,False,0.1536,,,FAILED,Obvious,Not a smell,Not a smell,Smell,False,0.92,Rewrite,repaired,,,,,,,,False
422,clean_correct,,False,False,False,True,0.9975,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.95,No Change,skipped_clean,,,,,,,,False
423,clean_correct,,False,False,False,True,0.9975,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.95,No Change,skipped_clean,,,,,,,,False
424,wrong_smell_type,detection,True,False,False,False,0.19,,,FAILED,Obvious,Vague,Smell,Smell,True,0.9,Remove,removed,,,,,,,,False
425,false_positive,detection,True,False,False,False,0.1536,,,FAILED,Obvious,Not a smell,Not a smell,Smell,False,0.92,Rewrite,repaired,,,,,,,,False
426,repair_eligible,,True,True,True,True,0.9775,1.0,True,ACCEPTED,Task,Task,Smell,Smell,True,0.85,Remove,removed,,Not a smell,1.0,True,False,Task -> Not a smell,,False
427,clean_correct,,False,False,False,True,0.9975,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.95,No Change,skipped_clean,,,,,,,,False
428,clean_correct,,False,False,False,True,0.9975,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.95,No Change,skipped_clean,,,,,,,,False
429,false_positive,detection,True,False,False,False,0.0975,,,FAILED,Obvious,Not a smell,Not a smell,Smell,False,0.95,Rewrite,repaired,,,,,,,,False
430,clean_correct,,False,False,False,True,0.9975,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.95,No Change,skipped_clean,,,,,,,,False
431,repair_eligible,repair_or_closed_loop,True,True,True,True,0.99,0.6,True,ACCEPTED,Obvious,Obvious,Smell,Smell,True,0.9,Rewrite,repaired,0.0,Not a smell,0.92,True,False,Obvious -> Not a smell,0.6,True
432,repair_eligible,,True,True,True,True,0.99,1.0,True,ACCEPTED,Obvious,Obvious,Smell,Smell,True,0.9,Rewrite,repaired,0.0,Not a smell,0.95,True,False,Obvious -> Not a smell,1.0,False
433,false_negative,detection,False,False,False,False,0.19,,,FAILED,Not a smell,Obvious,Smell,Not a smell,False,0.9,No Change,skipped_clean,,,,,,,,False
434,false_negative,detection,False,False,False,False,0.0975,,,FAILED,Not a smell,Obvious,Smell,Not a smell,False,0.95,No Change,skipped_clean,,,,,,,,False
435,clean_correct,,False,False,False,True,0.9975,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.95,No Change,skipped_clean,,,,,,,,False
436,false_negative,detection,False,False,False,False,0.0975,,,FAILED,Not a smell,Obvious,Smell,Not a smell,False,0.95,No Change,skipped_clean,,,,,,,,False
437,clean_correct,,False,False,False,True,1.0,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,1.0,No Change,skipped_clean,,,,,,,,False
438,false_positive,detection,True,False,False,False,0.0975,,,FAILED,Obvious,Not a smell,Not a smell,Smell,False,0.95,Remove,removed,,,,,,,,False
439,false_negative,detection,False,False,False,False,0.0975,,,FAILED,Not a smell,Obvious,Smell,Not a smell,False,0.95,No Change,skipped_clean,,,,,,,,False
440,clean_correct,,False,False,False,True,0.9629,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.8075,No Change,skipped_clean,,,,,,,,False
441,repair_eligible,,True,True,True,True,0.9975,1.0,True,ACCEPTED,Obvious,Obvious,Smell,Smell,True,0.95,Remove,removed,,Not a smell,1.0,True,False,Obvious -> Not a smell,,False
442,repair_eligible,,True,True,True,True,0.9975,1.0,True,ACCEPTED,Obvious,Obvious,Smell,Smell,True,0.95,Remove,removed,,Not a smell,1.0,True,False,Obvious -> Not a smell,,False
443,clean_correct,,False,False,False,True,0.8944,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.675,No Change,skipped_clean,,,,,,,,False
444,repair_eligible,repair_or_closed_loop,True,True,True,True,0.9775,0.95,False,FAILED,Obvious,Obvious,Smell,Smell,True,0.85,Rewrite,repaired,0.0,Obvious,0.9,False,False,Obvious -> Obvious,0.95,True
445,repair_eligible,,True,True,True,True,0.9975,1.0,True,ACCEPTED,Obvious,Obvious,Smell,Smell,True,0.95,Remove,removed,,Not a smell,1.0,True,False,Obvious -> Not a smell,,False
446,clean_correct,,False,False,False,True,0.8944,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.675,No Change,skipped_clean,,,,,,,,False
447,repair_eligible,repair_or_closed_loop,True,True,True,True,0.9775,0.9,False,FAILED,Obvious,Obvious,Smell,Smell,True,0.85,Rewrite,repaired,0.0,Obvious,0.9,False,False,Obvious -> Obvious,0.9,True
448,clean_correct,,False,False,False,True,0.9173,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.7125,No Change,skipped_clean,,,,,,,,False
449,repair_eligible,,True,True,True,True,0.9975,1.0,True,ACCEPTED,Obvious,Obvious,Smell,Smell,True,0.95,Remove,removed,,Not a smell,1.0,True,False,Obvious -> Not a smell,,False
450,repair_eligible,,True,True,True,True,0.99,1.0,True,ACCEPTED,Obvious,Obvious,Smell,Smell,True,0.9,Remove,removed,,Not a smell,1.0,True,False,Obvious -> Not a smell,,False
451,false_positive,detection,True,False,False,False,0.19,,,FAILED,Obvious,Not a smell,Not a smell,Smell,False,0.9,Remove,removed,,,,,,,,False
452,repair_eligible,,True,True,True,True,0.9775,0.95,True,ACCEPTED,Obvious,Obvious,Smell,Smell,True,0.85,Rewrite,repaired,0.0,Not a smell,0.9,True,False,Obvious -> Not a smell,0.95,False
453,clean_correct,,False,False,False,True,0.9775,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.85,No Change,skipped_clean,,,,,,,,False
454,repair_eligible,,True,True,True,True,0.9975,1.0,True,ACCEPTED,Obvious,Obvious,Smell,Smell,True,0.95,Remove,removed,,Not a smell,1.0,True,False,Obvious -> Not a smell,,False
455,repair_eligible,repair_or_closed_loop,True,True,True,True,0.96,0.8,False,ACCEPTED,Obvious,Obvious,Smell,Smell,True,0.8,Rewrite,repaired,0.0,Obvious,0.95,False,False,Obvious -> Obvious,0.8,True
456,repair_eligible,,True,True,True,True,0.99,1.0,True,ACCEPTED,Obvious,Obvious,Smell,Smell,True,0.9,Remove,removed,,Not a smell,1.0,True,False,Obvious -> Not a smell,,False
457,false_negative,detection,False,False,False,False,0.2775,,,FAILED,Not a smell,Obvious,Smell,Not a smell,False,0.85,No Change,skipped_clean,,,,,,,,False
458,clean_correct,,False,False,False,True,0.9975,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.95,No Change,skipped_clean,,,,,,,,False
459,false_positive,detection,True,False,False,False,0.0975,,,FAILED,Obvious,Not a smell,Not a smell,Smell,False,0.95,Remove,removed,,,,,,,,False
460,repair_eligible,,True,True,True,True,0.9975,1.0,True,ACCEPTED,Obvious,Obvious,Smell,Smell,True,0.95,Remove,removed,,Not a smell,1.0,True,False,Obvious -> Not a smell,,False
461,repair_eligible,,True,True,True,True,0.9975,1.0,True,ACCEPTED,Obvious,Obvious,Smell,Smell,True,0.95,Remove,removed,,Not a smell,1.0,True,False,Obvious -> Not a smell,,False
462,repair_eligible,,True,True,True,True,0.99,0.9,True,ACCEPTED,Obvious,Obvious,Smell,Smell,True,0.9,Rewrite,repaired,0.0,Not a smell,0.95,True,False,Obvious -> Not a smell,0.9,False
463,repair_eligible,,True,True,True,True,0.9975,1.0,True,ACCEPTED,Obvious,Obvious,Smell,Smell,True,0.95,Remove,removed,,Not a smell,1.0,True,False,Obvious -> Not a smell,,False
464,repair_eligible,,True,True,True,True,0.9975,1.0,True,ACCEPTED,Obvious,Obvious,Smell,Smell,True,0.95,Remove,removed,,Not a smell,1.0,True,False,Obvious -> Not a smell,,False
465,repair_eligible,,True,True,True,True,0.9975,1.0,True,ACCEPTED,Obvious,Obvious,Smell,Smell,True,0.95,Remove,removed,,Not a smell,1.0,True,False,Obvious -> Not a smell,,False
466,false_negative,detection,False,False,False,False,0.0975,,,FAILED,Not a smell,Vague,Smell,Not a smell,False,0.95,No Change,skipped_clean,,,,,,,,False
467,false_negative,detection,False,False,False,False,0.0975,,,FAILED,Not a smell,Obvious,Smell,Not a smell,False,0.95,No Change,skipped_clean,,,,,,,,False
468,clean_correct,,False,False,False,True,0.9975,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.95,No Change,skipped_clean,,,,,,,,False
469,repair_eligible,repair_or_closed_loop,True,True,True,True,0.99,0.3,False,FAILED,Obvious,Obvious,Smell,Smell,True,0.9,Rewrite,repaired,0.0,Obvious,0.95,False,False,Obvious -> Obvious,0.3,True
470,false_negative,detection,False,False,False,False,0.0975,,,FAILED,Not a smell,Obvious,Smell,Not a smell,False,0.95,No Change,skipped_clean,,,,,,,,False
471,repair_eligible,repair_or_closed_loop,True,True,True,True,0.99,0.9,False,FAILED,Obvious,Obvious,Smell,Smell,True,0.9,Rewrite,repaired,0.0,Obvious,0.95,False,False,Obvious -> Obvious,0.9,True
472,wrong_smell_type,detection,True,False,False,False,0.0975,,,FAILED,Nonlocal info,Commented out code,Smell,Smell,True,0.95,Move,moved,,,,,,,,False
473,wrong_smell_type,detection,True,False,False,False,0.7244,,,FAILED,Vague,Commented out code,Smell,Smell,True,0.525,Rewrite,repaired,,,,,,,,False
474,false_negative,detection,False,False,False,False,0.5444,,,FAILED,Not a smell,Obvious,Smell,Not a smell,False,0.675,No Change,skipped_clean,,,,,,,,False
475,false_negative,detection,False,False,False,False,0.0975,,,FAILED,Not a smell,Obvious,Smell,Not a smell,False,0.95,No Change,skipped_clean,,,,,,,,False
476,false_negative,detection,False,False,False,False,0.0975,,,FAILED,Not a smell,Obvious,Smell,Not a smell,False,0.95,No Change,skipped_clean,,,,,,,,False
477,clean_correct,,False,False,False,True,0.9975,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.95,No Change,skipped_clean,,,,,,,,False
478,clean_correct,,False,False,False,True,0.9975,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.95,No Change,skipped_clean,,,,,,,,False
479,clean_correct,,False,False,False,True,0.9975,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.95,No Change,skipped_clean,,,,,,,,False
480,false_positive,detection,True,False,False,False,0.0975,,,FAILED,Obvious,Not a smell,Not a smell,Smell,False,0.95,Rewrite,repaired,,,,,,,,False
481,clean_correct,,False,False,False,True,0.9975,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.95,No Change,skipped_clean,,,,,,,,False
482,clean_correct,,False,False,False,True,0.9975,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.95,No Change,skipped_clean,,,,,,,,False
483,clean_correct,,False,False,False,True,0.9975,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.95,No Change,skipped_clean,,,,,,,,False
484,false_positive,detection,True,False,False,False,0.19,,,FAILED,Misleading,Not a smell,Not a smell,Smell,False,0.9,Rewrite,repaired,,,,,,,,False
485,repair_eligible,repair_or_closed_loop,True,True,True,True,0.9975,0.8,False,FAILED,Obvious,Obvious,Smell,Smell,True,0.95,Rewrite,repaired,0.0,Obvious,0.95,False,False,Obvious -> Obvious,0.8,True
486,clean_correct,,False,False,False,True,0.9975,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.95,No Change,skipped_clean,,,,,,,,False
487,repair_eligible,,True,True,True,True,0.9975,1.0,True,ACCEPTED,Obvious,Obvious,Smell,Smell,True,0.95,Remove,removed,,Not a smell,1.0,True,False,Obvious -> Not a smell,,False
488,repair_eligible,,True,True,True,True,0.9975,1.0,True,ACCEPTED,Obvious,Obvious,Smell,Smell,True,0.95,Remove,removed,,Not a smell,1.0,True,False,Obvious -> Not a smell,,False
489,repair_eligible,,True,True,True,True,0.9975,1.0,True,ACCEPTED,Obvious,Obvious,Smell,Smell,True,0.95,Remove,removed,,Not a smell,1.0,True,False,Obvious -> Not a smell,,False
490,repair_eligible,,True,True,True,True,0.9975,1.0,True,ACCEPTED,Obvious,Obvious,Smell,Smell,True,0.95,Remove,removed,,Not a smell,1.0,True,False,Obvious -> Not a smell,,False
491,repair_eligible,,True,True,True,True,0.9975,1.0,True,ACCEPTED,Obvious,Obvious,Smell,Smell,True,0.95,Remove,removed,,Not a smell,1.0,True,False,Obvious -> Not a smell,,False
492,false_positive,detection,True,False,False,False,0.0975,,,FAILED,Vague,Not a smell,Not a smell,Smell,False,0.95,Rewrite,repaired,,,,,,,,False
493,false_positive,detection,True,False,False,False,0.0975,,,FAILED,Beautification,Not a smell,Not a smell,Smell,False,0.95,Remove,removed,,,,,,,,False
494,false_negative,detection,False,False,False,False,0.2775,,,FAILED,Not a smell,Obvious,Smell,Not a smell,False,0.85,No Change,skipped_clean,,,,,,,,False
495,clean_correct,,False,False,False,True,0.9975,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.95,No Change,skipped_clean,,,,,,,,False
496,clean_correct,,False,False,False,True,0.9975,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.95,No Change,skipped_clean,,,,,,,,False
497,repair_eligible,,True,True,True,True,0.9996,0.75,True,ACCEPTED,Obvious,Obvious,Smell,Smell,True,0.98,Rewrite,repaired,0.0,Not a smell,0.9,True,False,Obvious -> Not a smell,0.75,False
498,clean_correct,,False,False,False,True,0.9975,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.95,No Change,skipped_clean,,,,,,,,False
499,repair_eligible,,True,True,True,True,0.9975,1.0,True,ACCEPTED,Obvious,Obvious,Smell,Smell,True,0.95,Remove,removed,,Not a smell,1.0,True,False,Obvious -> Not a smell,,False
500,clean_correct,,False,False,False,True,0.9975,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.95,No Change,skipped_clean,,,,,,,,False
501,false_negative,detection,False,False,False,False,0.64,,,FAILED,Not a smell,Obvious,Smell,Not a smell,False,0.6,No Change,skipped_clean,,,,,,,,False
502,wrong_smell_type,detection,True,False,False,False,0.36,,,FAILED,Misleading,Vague,Smell,Smell,True,0.8,Rewrite,repaired,,,,,,,,False
503,repair_eligible,,True,True,True,True,0.9975,1.0,True,ACCEPTED,Obvious,Obvious,Smell,Smell,True,0.95,Remove,removed,,Not a smell,1.0,True,False,Obvious -> Not a smell,,False
504,clean_correct,,False,False,False,True,0.9975,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.95,No Change,skipped_clean,,,,,,,,False
505,repair_eligible,repair_or_closed_loop,True,True,True,True,0.9775,0.7,False,FAILED,Obvious,Obvious,Smell,Smell,True,0.85,Rewrite,repaired,0.0,Obvious,0.95,False,False,Obvious -> Obvious,0.7,True
506,clean_correct,,False,False,False,True,0.9975,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.95,No Change,skipped_clean,,,,,,,,False
507,repair_eligible,repair_or_closed_loop,True,True,True,True,0.9975,1.0,False,FAILED,Obvious,Obvious,Smell,Smell,True,0.95,Rewrite,repaired,0.0,Obvious,0.95,False,False,Obvious -> Obvious,1.0,True
508,clean_correct,,False,False,False,True,0.9975,,,ACCEPTED,Not a smell,Not a smell,Not a smell,Not a smell,True,0.95,No Change,skipped_clean,,,,,,,,False
509,repair_eligible,,True,True,True,True,0.9975,1.0,True,ACCEPTED,Task,Task,Smell,Smell,True,0.95,Remove,removed,,Not a smell,1.0,True,False,Task -> Not a smell,,False
510,repair_eligible,,True,True,True,True,0.9975,1.0,True,ACCEPTED,Commented out code,Commented out code,Smell,Smell,True,0.95,Remove,removed,,Not a smell,1.0,True,False,Commented out code -> Not a smell,,False
511,repair_eligible,,True,True,True,True,1.0,1.0,True,ACCEPTED,Commented out code,Commented out code,Smell,Smell,True,1.0,Remove,removed,,Not a smell,1.0,True,False,Commented out code -> Not a smell,,False
512,repair_eligible,,True,True,True,True,1.0,1.0,True,ACCEPTED,Commented out code,Commented out code,Smell,Smell,True,1.0,Remove,removed,,Not a smell,1.0,True,False,Commented out code -> Not a smell,,False
513,repair_eligible,,True,True,True,True,0.9975,1.0,True,ACCEPTED,Commented out code,Commented out code,Smell,Smell,True,0.95,Remove,removed,,Not a smell,1.0,True,False,Commented out code -> Not a smell,,False
514,repair_eligible,,True,True,True,True,0.9996,1.0,True,ACCEPTED,Commented out code,Commented out code,Smell,Smell,True,0.98,Remove,removed,,Not a smell,1.0,True,False,Commented out code -> Not a smell,,False
515,wrong_smell_type,detection,True,False,False,False,0.0396,,,FAILED,Obvious,Commented out code,Smell,Smell,True,0.98,Remove,removed,,,,,,,,False
516,repair_eligible,,True,True,True,True,0.9999,1.0,True,ACCEPTED,Commented out code,Commented out code,Smell,Smell,True,0.99,Remove,removed,,Not a smell,1.0,True,False,Commented out code -> Not a smell,,False
